Probe_ID	circRNA	Alias	GeneSymbol	Control_AvExp	Clone1_AvExp	Clone1_FC	Clone1_pvalue	Clone1_FDR	Control_AvExp.1	Clone9_AvExp	Clone9_FC	Clone9_pvalue	Clone9_FDR	Control_1	Control_2	Control_3	Clone1_1	Clone1_2	Clone1_3	Clone9_1	Clone9_2	Clone9_3
ASCRP3004098	hsa_circRNA_087986	hsa_circ_0087986	KIAA0368	5.57563775066667	5.399215574	-1.13007786151353	0.585083094464942	0.757920307049182	5.57563775066667	5.642450057	1.0473998522102	0.666811968972848	0.838088932277222	5.298332149	5.743473616	5.685107487	5.668597924	5.312498013	5.216550785	5.565076342	5.864071772	5.498202057
ASCRP3004100	hsa_circRNA_102257	hsa_circ_0046525	TBCD	6.23420322333333	6.30674681133333	1.05156905146393	0.635452029530981	0.79335962279383	6.23420322333333	6.22312601466667	-1.0077076884292	0.958826344394528	0.981650313572843	6.116732974	6.389408845	6.196467851	6.088322934	6.302997808	6.528919692	6.121341895	6.041547525	6.506488624
ASCRP3004101	hsa_circRNA_407192	NA	GNA14	5.79440771866667	5.849304481	1.03878476634526	0.627153041096627	0.787725261726788	5.79440771866667	5.81560274333333	1.01479971874478	0.839334582956631	0.928118358496119	5.951449828	5.78684871	5.644924618	5.816739872	5.904385748	5.826787823	5.879430963	5.992178748	5.575198519
ASCRP3004102	hsa_circRNA_074047	hsa_circ_0074047	SMAD5	6.23126620733333	6.356380256	1.09059394344815	0.589966796094703	0.760712947525781	6.23126620733333	6.309620709	1.05581312209929	0.70806204238778	0.860140188942702	5.951449828	6.531403084	6.21094571	6.446921434	6.355995278	6.266224056	6.385186741	6.367866192	6.175809194
ASCRP3004103	hsa_circRNA_406105	NA	PHF20	5.37978380933333	5.382259344	1.00171738289033	0.987582241902737	0.995226324248701	5.37978380933333	5.34347790733333	-1.02548465358802	0.529425194555203	0.762900845262903	5.385176901	5.31194785	5.442226677	5.226875217	5.595353972	5.324548843	5.278968014	5.253263651	5.498202057
ASCRP3004104	hsa_circRNA_102700	hsa_circ_0000994	SLC8A1	5.34555618733333	5.453003228	1.07732014826195	0.0401678124167019	0.285801514309642	5.34555618733333	5.317162316	-1.01987608218285	0.456442969331019	0.722973060351096	5.356515272	5.31194785	5.36820544	5.469252327	5.37855622	5.511201137	5.370849138	5.301106913	5.279530897
ASCRP3004105	hsa_circRNA_043297	hsa_circ_0043297	SYNRG	6.20855010433333	6.620367912	1.33036102436358	0.179448742027268	0.443902232032689	6.20855010433333	6.22722136433333	1.01302604047213	0.924805677811747	0.966655342977899	6.207843967	6.08960742	6.328198926	6.550150818	6.190045224	7.120907694	6.201127571	6.423425912	6.05711061
ASCRP3004106	hsa_circRNA_401445	NA	DIS3L	5.85678284566667	5.89326491166667	1.02560988068275	0.871116317419382	0.933906373921647	5.85678284566667	6.16069673033333	1.23448891730948	0.286424965220264	0.615548543528356	5.977111167	5.496266267	6.096971103	5.948621164	5.904385748	5.826787823	6.158680725	6.211093245	6.112316221
ASCRP3004107	hsa_circRNA_102710	hsa_circ_0054404	LRPPRC	5.94691055433333	5.65773480733333	-1.22194194778825	0.0649932389604944	0.321569178657457	5.94691055433333	5.882195336	-1.04587846759746	0.113232096575453	0.514509916057782	5.925324442	5.948621164	5.966786057	5.76358664	5.519150885	5.690466897	5.902742537	5.882213161	5.86163031
ASCRP3004108	hsa_circRNA_103669	hsa_circ_0070049	SHROOM3	8.67446985066667	8.737865892	1.04492257034596	0.798107150351519	0.893532009865722	8.67446985066667	8.83652866566667	1.11888271410264	0.610311427097183	0.807760254230495	8.37674933	8.863484054	8.783176168	8.837848178	8.575556923	8.800192575	9.074840205	8.824804679	8.609941113
ASCRP3004110	hsa_circRNA_089659	hsa_circ_0089659	TUBB4B	5.85746335766667	6.140504943	1.21675743086532	0.258832816665627	0.511635290155292	5.85746335766667	5.91715775633333	1.04224496214281	0.605769679382776	0.806129894619538	6.000277232	5.78684871	5.785264131	6.16990106	6.424825946	5.826787823	5.939515096	6.041547525	5.770410648
ASCRP3004111	hsa_circRNA_103478	hsa_circ_0067492	IL20RB	8.878960176	9.91286885966667	2.04756419483014	0.0732559320484777	0.33205008840877	8.878960176	9.114464343	1.17731809319642	0.220353328461782	0.579336785571006	9.187510189	8.802002899	8.64736744	9.638531236	10.22060225	9.879473093	9.164607684	9.106782962	9.072002383
ASCRP3004112	hsa_circRNA_102593	hsa_circ_0052011	POLD1	9.26294995833333	8.99073448266667	-1.20766094984984	0.0922368179020493	0.352669508870595	9.26294995833333	8.959330217	-1.23423724965945	0.00634682796144663	0.473751592106166	9.198115358	9.240740359	9.349994158	9.101801875	8.85756337	9.012838203	8.927326928	8.889661804	9.061001919
ASCRP3004114	hsa_circRNA_406445	NA	EVC	6.38383012566667	6.364009421	-1.01383347470824	0.877434288421323	0.937542779552952	6.38383012566667	6.538011723	1.1127901827645	0.334346891776965	0.644962954343188	6.573150287	6.299487627	6.278852463	6.568164822	6.46839522	6.055468221	6.483135932	6.585421161	6.545478076
ASCRP3004115	hsa_circRNA_000880	hsa_circ_0000880	SAFB2	5.95364366	5.71701122733333	-1.17823917983852	0.275533045406244	0.528681569604542	5.95364366	5.638611606	-1.24403929323025	0.157693672726513	0.53939779022163	5.977111167	5.78684871	6.096971103	5.5921856	5.868381185	5.690466897	5.385176901	5.669027607	5.86163031
ASCRP3004118	hsa_circRNA_103141	hsa_circ_0008021	PDXK	7.72764246033333	7.81574516966667	1.06297134744894	0.562797565332953	0.739557689556043	7.72764246033333	7.92132739433333	1.14368118070172	0.280532123114166	0.611151069944854	8.00045967	7.578279675	7.604188036	7.947290904	7.922223135	7.57772147	7.971392725	8.006722369	7.785867089
ASCRP3004120	hsa_circRNA_406755	NA	KIFC1	7.47670611266667	7.06035329366667	-1.33454950118706	0.00484082022954226	0.227033409748243	7.47670611266667	7.43203271066667	-1.03144965279897	0.836984676366445	0.926854713345364	7.548487275	7.35538613	7.526244933	7.110199294	6.996637775	7.074222812	7.136862076	7.401094372	7.758141684
ASCRP3004122	hsa_circRNA_406526	NA	SPATA5	5.71503667466667	5.88984129833333	1.12881152565648	0.644379270215658	0.799695820337595	5.71503667466667	6.029031835	1.24314549863943	0.381629758459179	0.674558252406921	5.477125613	5.982876924	5.685107487	5.867258231	5.519150885	6.283114779	6.355461457	6.011722483	5.719911565
ASCRP3004123	hsa_circRNA_090920	hsa_circ_0090920	EDA2R	10.0305716723333	9.54120424333333	-1.40382921107272	0.355134248718636	0.588670089318751	10.0305716723333	9.571119191	-1.37501988390731	0.086573794591616	0.499231982169266	9.914436027	10.04703561	10.13024338	10.23871634	9.240740359	9.144156031	9.744486052	9.445723833	9.523147688
ASCRP3004124	hsa_circRNA_400222	NA	GPBP1L1	6.41207397766667	6.65506984	1.18344762760573	0.267812288487501	0.521565768218073	6.41207397766667	6.409558087	-1.0017454039696	0.704277252844155	0.85814390591083	6.376223504	6.376618168	6.483380261	6.763331882	6.794673486	6.407204152	6.385186741	6.367866192	6.475621328
ASCRP3004125	hsa_circRNA_405715	NA	FZR1	6.53423099733333	6.481169928	-1.03746385151855	0.762755777384384	0.873806283895672	6.53423099733333	6.48862965666667	-1.03211329262855	0.680094151361247	0.845632551909225	6.573150287	6.405915802	6.623626903	6.708890508	6.46839522	6.266224056	6.409949475	6.549450871	6.506488624
ASCRP3004126	hsa_circRNA_104869	hsa_circ_0003697	KIAA0368	6.01948108033333	6.062668747	1.03038797841086	0.828515717630891	0.910853843033759	6.01948108033333	5.97980100133333	-1.02788586528651	0.589086404286911	0.798430825624968	6.095053763	5.948621164	6.014768314	5.816739872	6.274295266	6.096971103	5.950389729	5.903473084	6.085540191
ASCRP3004129	hsa_circRNA_018242	hsa_circ_0018242	BMS1	7.042964259	6.31204517233333	-1.65969608476554	0.0834017506205578	0.343314966198683	7.042964259	6.47359012766667	-1.48387969561992	0.102764917831998	0.505287143290299	6.827373337	7.276267571	7.025251869	6.234018824	6.104713042	6.597403651	6.370774676	6.321518192	6.728477515
ASCRP3004130	hsa_circRNA_100577	hsa_circ_0018038	MASTL	5.50856251933333	5.423924504	-1.06042163902287	0.726141870663112	0.85205145696022	5.50856251933333	5.46542792466667	-1.03035007452721	0.764521399399274	0.889616612276531	5.356515272	5.657971149	5.511201137	5.688502346	5.413470861	5.169800305	5.489162936	5.370849138	5.5362717
ASCRP3004131	hsa_circRNA_100017	hsa_circ_0000008	GNB1	9.56144478266667	8.21928672466667	-2.53530279018058	0.0475836440348941	0.300560189125545	9.56144478266667	8.43606236066667	-2.18159367404935	0.0672091829482979	0.490605313322424	8.989587799	9.839305627	9.855440922	8.253052412	8.153619446	8.251188316	8.280156659	8.113700013	8.91433041
ASCRP3004133	hsa_circRNA_100069	hsa_circ_0002733	PLEKHM2	9.39467943533333	10.0681006016667	1.59485047023534	0.360987061673566	0.593454214111034	9.39467943533333	9.34391384566667	-1.0358144498622	0.875945318897114	0.944414932448908	9.733050136	9.110246877	9.340741293	9.273646185	10.50230779	10.42834783	9.108031318	9.346373634	9.577336585
ASCRP3004134	hsa_circRNA_405651	NA	MTCL1	6.24659057133333	5.86648891033333	-1.3014335590743	0.0350676698395574	0.276929142859181	6.24659057133333	6.45019722966667	1.15157363028694	0.234434168897345	0.585256830345693	6.333538983	6.20976488	6.196467851	5.882027848	5.754852952	5.962585931	6.774633002	6.254440495	6.321518192
ASCRP3004135	hsa_circRNA_104889	hsa_circ_0005456	PAPPA	11.11235584	11.5107261233333	1.31801819199327	0.0487766830958582	0.30324574667697	11.11235584	11.10032106	-1.00837676420469	0.953085622624008	0.979903022799349	11.26975735	11.08668131	10.98062886	11.53708764	11.4402968	11.55479393	10.9741019	11.0211085	11.30575278
ASCRP3004136	hsa_circRNA_406009	NA	NAB1	5.54650393866667	5.97776812733333	1.34841463301464	0.204991466097079	0.467750639548456	5.54650393866667	5.73738296066667	1.14145898543144	0.423535351853783	0.700641711977314	5.726119144	5.31194785	5.601444822	5.743473616	6.134362545	6.055468221	5.770410648	5.882213161	5.559525073
ASCRP3004138	hsa_circRNA_104840	hsa_circ_0002780	CDC14B	5.410766874	5.77987135666667	1.29155088344015	0.169809192221038	0.435854765260177	5.410766874	5.71367869766667	1.23363176894706	0.0187960372271547	0.473751592106166	5.448062211	5.416032971	5.36820544	5.782089741	6.104713042	5.452811287	5.717155534	5.669027607	5.754852952
ASCRP3004139	hsa_circRNA_102073	hsa_circ_0043812	STAT3	7.60764802366667	7.76903801933333	1.11836413121631	0.757415815042297	0.870714962352681	7.60764802366667	7.42800143666667	-1.13260639986352	0.270238149452457	0.605552040391163	7.715370666	7.57007642	7.537496985	7.451785465	7.244380778	8.610947815	7.425773345	7.262581756	7.595649209
ASCRP3004140	hsa_circRNA_075912	hsa_circ_0075912	ZKSCAN4	6.757105984	6.977704387	1.16521679644682	0.314472426306409	0.55893160051064	6.757105984	7.089366636	1.25898461395901	0.097084523302564	0.501787392621876	6.858202901	6.640018635	6.773096416	7.322694198	6.932882884	6.677536079	7.099525247	7.194731454	6.973843207
ASCRP3004141	hsa_circRNA_103969	hsa_circ_0074243	ANKHD1	5.66270287366667	5.56059408233333	-1.07334122229243	0.520775235328556	0.710079522918217	5.66270287366667	5.53402220566667	-1.09329343667573	0.0824123368990939	0.498510335477036	5.665801863	5.637199271	5.685107487	5.798677903	5.312498013	5.570606331	5.612270361	5.491594199	5.498202057
ASCRP3004142	hsa_circRNA_102794	hsa_circ_0055945	UXS1	5.68575432966667	5.66766911566667	-1.01261461652095	0.891130624880727	0.944261675386756	5.68575432966667	5.77568712566667	1.06432060283624	0.80192768794113	0.908336249273463	5.692581754	5.679573748	5.685107487	5.451063446	5.832032336	5.719911565	5.454557013	5.468265139	6.404239225
ASCRP3004143	hsa_circRNA_087400	hsa_circ_0087400	GOLM1	6.920249426	5.68831169733333	-2.3488225575435	0.00304506271857368	0.215237042877508	6.920249426	6.57625315833333	-1.26926760234878	0.140634239531498	0.529422797110232	6.839963535	6.975182744	6.945601999	5.5921856	5.868381185	5.604368307	6.677749609	6.345191724	6.705818142
ASCRP3004144	hsa_circRNA_022487	hsa_circ_0022487	GANAB	8.86066017433333	7.65704072533333	-2.30316767994085	0.0165549204949504	0.242017779283403	8.86066017433333	8.00671329866667	-1.80743889698704	0.097329728383127	0.501787392621876	8.433835568	9.216539517	8.931605438	7.116626989	7.816536031	8.037959156	7.791892163	7.793026036	8.435221697
ASCRP3004146	hsa_circRNA_406875	NA	LRP11	5.520509035	5.69256722033333	1.12666466709339	0.402144769653022	0.62656141425801	5.520509035	5.49196206466667	-1.01998431731854	0.813538957246435	0.915298848148471	5.605266651	5.540739541	5.415520913	5.572444961	5.595353972	5.909902728	5.370849138	5.568765356	5.5362717
ASCRP3004148	hsa_circRNA_100228	hsa_circ_0007330	EPS15	5.416904526	5.357305381	-1.04217615038837	0.659636375006747	0.808653362349646	5.416904526	5.34327873733333	-1.05235815493143	0.51468147950813	0.755812374549749	5.417568056	5.442226677	5.390918845	5.469252327	5.149852529	5.452811287	5.316343298	5.54308549	5.170407424
ASCRP3004149	hsa_circRNA_102979	hsa_circ_0059151	RBCK1	8.375270657	7.21035061166667	-2.24220788866364	0.0780619520298762	0.338819060836886	8.375270657	8.04147378633333	-1.26032592705875	0.472815483508824	0.732135370121825	8.607846501	8.717118639	7.800846831	8.123384349	7.321669737	6.185997749	7.723230525	8.204118737	8.197072097
ASCRP3004150	hsa_circRNA_405515	NA	VPS53	6.36839312766667	6.076842495	-1.22395509830189	0.0690987491799615	0.32632937838765	6.36839312766667	6.54709531733333	1.13186523113667	0.290522845193477	0.616312093345359	6.356262115	6.240584577	6.508332691	6.134673686	6.040385578	6.055468221	6.355461457	6.357062328	6.928762167
ASCRP3004152	hsa_circRNA_104977	hsa_circ_0089852	TBL1X	6.09950829866667	6.09943424733333	-1.00005132979025	0.999658183114086	0.999787356652718	6.09950829866667	6.18158878533333	1.05854344842057	0.325580188012643	0.637052664237601	6.049705094	6.167470193	6.081349609	5.948621164	6.46839522	5.881286358	6.091852522	6.165035224	6.28787861
ASCRP3004153	hsa_circRNA_400947	NA	HDAC7	7.81371883233333	7.98149191266667	1.12332320305875	0.297142392329235	0.545383542148412	7.81371883233333	7.70130957266667	-1.08103202266673	0.550821344872738	0.775521480797014	7.689852835	7.80020952	7.951094142	8.081992142	7.929898476	7.93258512	7.893140743	7.51448716	7.696300815
ASCRP3004154	hsa_circRNA_103622	hsa_circ_0002590	UBE2K	7.03605983	6.35148276833333	-1.60723073904132	0.0323864403401066	0.271088829398591	7.03605983	6.53395111466667	-1.41628215916491	0.050389334444636	0.474106785126628	6.975182744	7.107744877	7.025251869	6.491340785	6.190045224	6.373062296	6.242895415	6.758960567	6.599997362
ASCRP3004155	hsa_circRNA_102576	hsa_circ_0008001	SYMPK	7.914909281	8.803589673	1.85148183087932	0.0441378232648226	0.293251112279222	7.914909281	8.351824424	1.35370665386445	0.225684623653824	0.58205365014557	8.142769611	7.667629473	7.934328759	8.652799503	8.679329412	9.078640104	8.554091184	8.554091184	7.947290904
ASCRP3004156	hsa_circRNA_104592	hsa_circ_0006302	ASH2L	5.746724366	5.976278521	1.17247255676949	0.364949543534599	0.597239526766858	5.746724366	5.68299210566667	-1.04516611714737	0.762055623951948	0.888800114715726	5.726119144	5.869129336	5.644924618	5.626780665	6.073855894	6.228199004	5.703377687	5.468265139	5.877333491
ASCRP3004157	hsa_circRNA_101015	hsa_circ_0000378	LRP6	8.30449676366667	7.57524015366667	-1.65778465041949	0.200300964154114	0.464434760879493	8.30449676366667	8.02825667366667	-1.21103460478329	0.342706152425177	0.649817631278255	7.919399852	8.782332431	8.211758008	7.02805322	7.478413152	8.219254089	7.525829849	8.190389602	8.36855057
ASCRP3004158	hsa_circRNA_401904	NA	B3GNTL1	7.00073298666667	6.937763202	-1.0446138845834	0.744635427469959	0.861793224319385	7.00073298666667	7.34302138166667	1.26776592334381	0.0797455644626142	0.496251495486136	6.989308864	6.965646761	7.047243335	7.250096852	6.822322273	6.740870481	7.500219273	7.32586335	7.202981522
ASCRP3004159	hsa_circRNA_104428	hsa_circ_0081258	TRRAP	5.64963366366667	5.47607903733333	-1.12783391066466	0.522569678549213	0.711166839418068	5.64963366366667	5.587402768	-1.04407901334271	0.696825932628335	0.853222054769596	5.542147568	5.701698669	5.705054754	5.816739872	5.254981968	5.356515272	5.671447601	5.370849138	5.719911565
ASCRP3004160	hsa_circRNA_101274	hsa_circ_0030427	TBC1D4	5.15897059833333	5.24555522033333	1.06185341567217	0.660630722504096	0.80936388240488	5.15897059833333	5.30609466	1.10735980557568	0.374838794933135	0.669937367513573	5.088944983	5.070526741	5.317440071	5.429095447	5.225707359	5.081862855	5.454557013	5.230081962	5.233645005
ASCRP3004162	hsa_circRNA_040319	hsa_circ_0040319	VAC14	5.85002411366667	5.67619541433333	-1.12804818892697	0.45203742967381	0.661881969997356	5.85002411366667	5.75141413133333	-1.07074132023167	0.663195961665044	0.83634522398421	6.141085588	5.807541931	5.601444822	5.5921856	5.832032336	5.604368307	5.819839009	5.54308549	5.891317895
ASCRP3004163	hsa_circRNA_103109	hsa_circ_0061274	NRIP1	5.43058288166667	5.415478437	-1.01052460129896	0.86029950804165	0.928212664107371	5.43058288166667	5.530849322	1.07197141847392	0.447148310231657	0.715799648490355	5.511201137	5.365026595	5.415520913	5.346879625	5.446744399	5.452811287	5.454557013	5.418079388	5.719911565
ASCRP3004164	hsa_circRNA_100286	hsa_circ_0005720	TMEM56	5.74447401233333	5.647523612	-1.06951031762844	0.567059802087934	0.742740179627613	5.74447401233333	5.83199089633333	1.06253980154875	0.764410863198646	0.889594083042604	5.605266651	5.613387072	6.014768314	5.429095447	5.793563824	5.719911565	5.997371715	5.903473084	5.59512789
ASCRP3004165	hsa_circRNA_045502	hsa_circ_0045502	WIPI1	6.19358679466667	6.39012503066667	1.14594534382249	0.136313751126487	0.403209600121445	6.19358679466667	6.263579559	1.04971141890616	0.386013475487824	0.677276295690469	6.273447788	6.134984759	6.172327837	6.367160134	6.274295266	6.528919692	6.329422644	6.321518192	6.139797841
ASCRP3004166	hsa_circRNA_405571	NA	TADA2A	8.464759172	8.268821271	-1.14546859165861	0.735693072613458	0.857810385933259	8.464759172	8.131839495	-1.25955985116792	0.643676613722508	0.825263345548083	9.363093512	7.995816287	8.035367717	8.504698077	8.792638659	7.509127077	7.796597651	8.323179681	8.275741153
ASCRP3004167	hsa_circRNA_102598	hsa_circ_0052131	CACNG7	6.44905360466667	6.48762394133333	1.02709550431521	0.17054659881296	0.435854765260177	6.44905360466667	6.522700103	1.05237326148022	0.61195781432778	0.809061300053679	6.727446459	6.20976488	6.409949475	6.798938619	6.21776365	6.446169555	6.709517237	6.528209365	6.330373707
ASCRP3004169	hsa_circRNA_092388	hsa_circ_0000315	INCENP	10.5516039933333	8.630039488	-3.7883365553102	0.0295470820150796	0.266259891585334	10.5516039933333	9.440963308	-2.15941523315895	0.0788024911525589	0.496251495486136	10.55450487	10.62949078	10.47081633	9.305348163	8.429169317	8.155600984	8.815894043	9.647525621	9.85947026
ASCRP3004170	hsa_circRNA_000108	hsa_circ_0000108	ST7L	5.51248648066667	5.335976187	-1.13014688657372	0.329332475768775	0.569329724676814	5.51248648066667	5.451053909	-1.04350142574564	0.586350463543613	0.797132711828762	5.417568056	5.540739541	5.579151845	5.510721772	5.280656004	5.216550785	5.385176901	5.301106913	5.666877913
ASCRP3004172	hsa_circRNA_405044	NA	VEZT	5.28902366	5.772851679	1.39844936624649	0.00327715309956846	0.216329798938925	5.28902366	5.257145841	-1.02234194540158	0.778157647887905	0.896714795139044	5.326184366	5.365026595	5.175860019	5.782089741	5.904385748	5.632079548	5.351705493	5.140201133	5.279530897
ASCRP3004173	hsa_circRNA_104469	hsa_circ_0082140	SND1	9.31267199166667	8.42942472766667	-1.84452234205527	0.0205881282023705	0.25047177914031	9.31267199166667	8.28828388166667	-2.03409648023572	0.0501561772935215	0.474106785126628	8.971101145	9.52753641	9.43937842	8.296543193	8.670522116	8.321208874	8.076329934	8.04081801	8.747703701
ASCRP3004174	hsa_circRNA_100857	hsa_circ_0023056	KDM2A	6.948828252	6.342385182	-1.52250088843793	0.312336700103206	0.557300668404952	6.948828252	6.655409571	-1.22554094154171	0.435109257230112	0.707268458419447	6.54278438	6.938009057	7.365691319	6.781642101	6.190045224	6.055468221	6.671826203	6.809801223	6.484601287
ASCRP3004176	hsa_circRNA_101832	hsa_circ_0039857	RANBP10	6.336317492	6.38868053	1.03696200803142	0.773429781419391	0.879617936878543	6.336317492	6.04552313233333	-1.22331365877729	0.141389888449642	0.529693717983599	6.52662744	6.240584577	6.241740459	6.299487627	6.564663967	6.301889996	6.038008586	5.922751617	6.175809194
ASCRP3004177	hsa_circRNA_101088	hsa_circ_0005358	GLI1	5.37788952333333	5.58731157633333	1.15622490472117	0.17481463340517	0.44058294655797	5.37788952333333	5.58492270933333	1.15431196959843	0.216341650933341	0.575459333121034	5.477125613	5.188277818	5.468265139	5.626780665	5.595353972	5.539800092	5.520580131	5.619685078	5.614502919
ASCRP3004179	hsa_circRNA_103390	hsa_circ_0066147	SFMBT1	7.42033932133333	7.57669284966667	1.11446671427286	0.27151166802911	0.525622885904767	7.42033932133333	7.76260554566667	1.2677464410562	0.260485042526111	0.600555897903419	7.469221489	7.35538613	7.436410345	7.783945146	7.549246043	7.39688736	8.194400334	7.694942075	7.398474228
ASCRP3004181	hsa_circRNA_104998	hsa_circ_0090750	HUWE1	6.14985797566667	5.70669840133333	-1.35957861454049	0.114602081305026	0.378014158693666	6.14985797566667	6.18684624	1.02596979950645	0.605337247587632	0.806129894619538	6.095053763	6.182192327	6.172327837	5.974332419	5.634561648	5.511201137	6.242895415	6.120085367	6.197557938
ASCRP3004182	hsa_circRNA_405536	NA	CHD3	5.91334565933333	6.17561457733333	1.19936345400873	0.111420116293691	0.374225843262494	5.91334565933333	6.379453668	1.38137786237345	0.240258194146382	0.589714724008486	5.635661244	6.08960742	6.014768314	6.088322934	6.274295266	6.164225532	6.642865066	6.423425912	6.072070026
ASCRP3004184	hsa_circRNA_102033	hsa_circ_0043001	RHOT1	7.312776816	8.088805903	1.71241109364451	0.105044626327904	0.365126040268251	7.312776816	7.609844915	1.22864497435085	0.105226542120011	0.506575020192114	7.51412847	7.15344438	7.270757598	7.760299776	8.312464018	8.193653915	7.607148681	7.594235907	7.628150157
ASCRP3004185	hsa_circRNA_064090	hsa_circ_0064090	EDEM1	6.12494706666667	5.93370211066667	-1.14174854879641	0.365248360788956	0.597239526766858	6.12494706666667	6.049823282	-1.05345141925482	0.522560181810547	0.759348701497214	6.273447788	6.072394894	6.028998518	5.882027848	5.754852952	6.164225532	6.007311566	6.056618089	6.085540191
ASCRP3004186	hsa_circRNA_092390	hsa_circ_0001968	PPP6R3	6.50024356866667	6.43512313	-1.04617227241019	0.196892004195711	0.462655939261705	6.50024356866667	6.668599101	1.12377680823549	0.234972794357767	0.585395034293172	6.394354638	6.503600617	6.602775451	6.328062893	6.379902846	6.597403651	6.596839183	6.825929011	6.583029109
ASCRP3004187	hsa_circRNA_028381	hsa_circ_0028381	HECTD4	5.81264150966667	5.851497658	1.02729900190106	0.698770440731458	0.835715693857118	5.81264150966667	5.71283749133333	-1.07162787828094	0.228468370265632	0.582257274052374	5.726119144	5.948621164	5.763184221	5.882027848	6.040385578	5.632079548	5.642897631	5.740761891	5.754852952
ASCRP3004189	hsa_circRNA_100338	hsa_circ_0000130	SNX27	5.953808858	6.10646121333333	1.11161126147536	0.57380794349701	0.74818175928108	5.953808858	5.72935190933333	-1.16833738664731	0.0909770599100978	0.500184277056035	5.726119144	6.150703415	5.984604015	6.273447788	5.904385748	6.141550104	5.642897631	5.825246532	5.719911565
ASCRP3004190	hsa_circRNA_103771	hsa_circ_0071475	TENM3	5.62623388966667	6.024566285	1.31798357870625	0.265709128532637	0.519026063542805	5.62623388966667	5.52075774166667	-1.07584940589987	0.251418687902193	0.59538488384279	5.665801863	5.701698669	5.511201137	5.626780665	6.073855894	6.373062296	5.595806029	5.468265139	5.498202057
ASCRP3004191	hsa_circRNA_104431	hsa_circ_0081323	SMURF1	5.68353917	5.672029145	-1.00801005155169	0.902067281075452	0.950148414158441	5.68353917	5.49031173066667	-1.14331856415855	0.11763391214605	0.516110321707414	5.726119144	5.679573748	5.644924618	5.553657397	5.715492483	5.746937555	5.404142474	5.491594199	5.575198519
ASCRP3004192	hsa_circRNA_004843	hsa_circ_0004843	BAZ2A	9.04416061433333	9.61570271166667	1.48611122686738	0.204572069932403	0.467340127916285	9.04416061433333	9.047416903	1.00225963644746	0.97742003263498	0.989590874589551	9.135634453	9.076012847	8.920834543	9.092587805	9.988861759	9.765658571	9.009745885	9.007200829	9.125303995
ASCRP3004193	hsa_circRNA_014414	hsa_circ_0014414	UBAP2L	5.51393230966667	5.401441273	-1.08109330107885	0.0138385767768655	0.240565037551812	5.51393230966667	5.581077978	1.04764190173775	0.624916944650038	0.815149014565565	5.605266651	5.468265139	5.468265139	5.469252327	5.37855622	5.356515272	5.454557013	5.568765356	5.719911565
ASCRP3004194	hsa_circRNA_103086	hsa_circ_0060903	ATP9A	13.0104508766667	12.79996778	-1.15707557400395	0.395929983625516	0.622275910153698	13.0104508766667	13.2214797	1.15751334250084	0.316070559057	0.631543976303518	13.12649237	12.89486145	13.00999881	13.20772434	12.76620331	12.42597569	13.02057021	13.23858392	13.40528497
ASCRP3004196	hsa_circRNA_008229	hsa_circ_0008229	ESPL1	6.12050069066667	5.96210667066667	-1.11604408780515	0.486179093384436	0.686234896615805	6.12050069066667	6.15091680533333	1.02130665738911	0.897456120109442	0.954156852955523	6.432228655	5.847923808	6.081349609	5.899946403	5.868381185	6.117992424	6.101006427	6.239427768	6.112316221
ASCRP3004197	hsa_circRNA_401955	NA	DTNA	9.992162961	9.369795185	-1.53939959835163	0.0390845087360355	0.285432452306997	9.992162961	9.48487371833333	-1.42137698327441	0.00995518735457083	0.473751592106166	9.580223233	10.14555053	10.25071512	9.12166644	9.273646185	9.71407293	9.150956388	9.656139146	9.647525621
ASCRP3004199	hsa_circRNA_000319	hsa_circ_0000319	AHNAK	6.38207896466667	6.28861312066667	-1.06693023534163	0.738419670428459	0.858890242050412	6.38207896466667	6.33955814666667	-1.02991181813136	0.186877135365564	0.557602510630521	6.273447788	6.389408845	6.483380261	6.664155217	6.104713042	6.096971103	6.273730336	6.321518192	6.423425912
ASCRP3004202	hsa_circRNA_034614	hsa_circ_0034614	RAD51	5.43778128	5.799160401	1.28465335439056	0.159982589590588	0.426489105638079	5.43778128	5.52271911	1.06064203417841	0.682396264363407	0.846999653367156	5.726119144	5.365026595	5.222198101	5.76358664	5.943427666	5.690466897	5.454557013	5.594449432	5.519150885
ASCRP3004203	hsa_circRNA_036315	hsa_circ_0036315	FAM219B	6.17298907933333	6.37708218433333	1.15196198235648	0.0825900753095698	0.342256089358565	6.17298907933333	6.334677826	1.11859574426634	0.267075211043012	0.604944945076056	6.095053763	6.120085367	6.303828108	6.388104498	6.355995278	6.387146777	6.355461457	6.395134005	6.253438016
ASCRP3004204	hsa_circRNA_100108	hsa_circ_0011002	DHDDS	8.065986637	8.39721789933333	1.2580866254927	0.0553698781786162	0.311310009941399	8.065986637	8.077919951	1.00830584668161	0.949829386514299	0.978347221321364	8.103242769	7.968200685	8.126516457	8.359131778	8.462006657	8.370515263	8.302212538	8.128300842	7.803246473
