Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [cell line]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [cell line]	Term Source REF	Term Accession Number
GSM2069511 1	Replicate 4 idat  9257302051	LAPC-4, 48hrs MDV3100	VdG45	LAPC-4	EFO	EFO_0005392	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069511 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069511 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069511	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-18	ArrayExpress	GSM2069511_sample_table.txt norm	GSM2069511_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	LAPC-4	EFO	EFO_0005392
GSM2069510 1	Replicate 3 idat  9256321010	LAPC-4, 48hrs MDV3100	VdG60	LAPC-4	EFO	EFO_0005392	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069510 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069510 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069510	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-17	ArrayExpress	GSM2069510_sample_table.txt norm	GSM2069510_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	LAPC-4	EFO	EFO_0005392
GSM2069509 1	Replicate 2 idat  9257302016	LAPC-4, 48hrs MDV3100	VdG22	LAPC-4	EFO	EFO_0005392	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069509 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069509 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069509	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-16	ArrayExpress	GSM2069509_sample_table.txt norm	GSM2069509_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	LAPC-4	EFO	EFO_0005392
GSM2069508 1	Replicate 1 idat  9256321012	LAPC-4, 48hrs MDV3100	VdG70	LAPC-4	EFO	EFO_0005392	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069508 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069508 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069508	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-15	ArrayExpress	GSM2069508_sample_table.txt norm	GSM2069508_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	LAPC-4	EFO	EFO_0005392
GSM2069507 1	Replicate 2 idat  9256321010	LAPC-4, Parental Untreated	VdG59	LAPC-4	EFO	EFO_0005392	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069507 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069507 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069507	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-14	ArrayExpress	GSM2069507_sample_table.txt norm	GSM2069507_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	LAPC-4	EFO	EFO_0005392
GSM2069506 1	Replicate 1 idat  9257302001	LAPC-4, Parental Untreated	VdG4	LAPC-4	EFO	EFO_0005392	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069506 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069506 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069506	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-13	ArrayExpress	GSM2069506_sample_table.txt norm	GSM2069506_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	LAPC-4	EFO	EFO_0005392
GSM2069505 1	Replicate 4 idat  9256321012	CWR-R1, Parental Untreated	VdG68	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069505 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069505 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069505	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-12	ArrayExpress	GSM2069505_sample_table.txt norm	GSM2069505_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069504 1	Replicate 3 idat  9256321010	CWR-R1, Parental Untreated	VdG53	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069504 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069504 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069504	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-11	ArrayExpress	GSM2069504_sample_table.txt norm	GSM2069504_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069503 1	Replicate 2 idat  9257302030	CWR-R1, Parental Untreated	VdG30	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069503 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069503 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069503	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-10	ArrayExpress	GSM2069503_sample_table.txt norm	GSM2069503_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069502 1	Replicate 1 idat  9257302001	CWR-R1, Parental Untreated	VdG6	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069502 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069502 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069502	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-9	ArrayExpress	GSM2069502_sample_table.txt norm	GSM2069502_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069501 1	Replicate 4 idat  9256321012	CWR-R1, 48hrs MDV3100	VdG63	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069501 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069501 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069501	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-8	ArrayExpress	GSM2069501_sample_table.txt norm	GSM2069501_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069500 1	Replicate 3 idat  9257302001	CWR-R1, 48hrs MDV3100	VdG12	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069500 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069500 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069500	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-7	ArrayExpress	GSM2069500_sample_table.txt norm	GSM2069500_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069499 1	Replicate 2 idat  9257302051	CWR-R1, 48hrs MDV3100	VdG43	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069499 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069499 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069499	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-6	ArrayExpress	GSM2069499_sample_table.txt norm	GSM2069499_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069498 1	Replicate 1 idat  9257302030	CWR-R1, 48hrs MDV3100	VdG28	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069498 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069498 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069498	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-5	ArrayExpress	GSM2069498_sample_table.txt norm	GSM2069498_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069497 1	Replicate 4 idat  9257302001	CWR-R1, MDV3100-Resistant	VdG8	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069497 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069497 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069497	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-4	ArrayExpress	GSM2069497_sample_table.txt norm	GSM2069497_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069496 1	Replicate 3 idat  9257302016	CWR-R1, MDV3100-Resistant	VdG17	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069496 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069496 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069496	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-3	ArrayExpress	GSM2069496_sample_table.txt norm	GSM2069496_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069495 1	Replicate 2 idat  9255013011	CWR-R1, MDV3100-Resistant	VdG75	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069495 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069495 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069495	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-2	ArrayExpress	GSM2069495_sample_table.txt norm	GSM2069495_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1	  	        
GSM2069494 1	Replicate 1 idat  9257302030	CWR-R1, MDV3100-Resistant	VdG33	CWR-R1	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostate cancer cell line	EFO	http://purl.obolibrary.org/obo/BTO_0001033	P-GSE78201-50	ArrayExpress	P-GSE78201-49	ArrayExpress	P-GSE78201-51	ArrayExpress	GSM2069494 extract 1	total RNA	P-GSE78201-52	ArrayExpress	GSM2069494 LE 1	biotin	P-GSE78201-53	ArrayExpress	GSM2069494	A-GEOD-10558	ArrayExpress	array assay	P-GSE78201-54	ArrayExpress	P-GSE78201-1	ArrayExpress	GSM2069494_sample_table.txt norm	GSM2069494_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-78201/E-GEOD-78201.processed.1.zip	CWR-R1
