Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
CIPC	-0.723088845692878	5.97469598655222	-5.23747335175891	0.000108236116368197	0.00229500044919313	0.726166757546369
SLC18B1	1.21301558222528	4.24033220664465	5.10093534814436	0.000140066771420559	0.00278377720065475	0.72078797066289
AHNAK2	2.28707933041324	3.94782414356769	5.03727118203009	0.000158085048127648	0.00303112251550819	0.713794279248426
SLC43A1	-1.01364324974572	5.41373277283962	-5.22469870181982	0.00011086733306318	0.00233306339501884	0.704545154856265
ZNF772	-0.838208865209356	5.2169032170634	-5.18869044793698	0.000118646790147403	0.00245238520909121	0.701991090514001
GABARAPL1	-0.817610059061797	5.22182237834294	-5.2054660753767	0.000114954406485072	0.00240116223846752	0.699757762253856
ATXN10	-0.644812550354425	7.55162668496315	-5.28368382593849	9.92463936185391e-05	0.00215633070433312	0.697868904748503
CAMKK2	-0.746745949517853	7.27854071667581	-5.27355934380979	0.0001011474635114	0.00218494322294814	0.696730857954797
TNRC6B	-0.682327576718689	6.41989622412135	-5.24237731668809	0.000107243307760672	0.00227741039555083	0.693406690779112
LOC100499489	-3.00677001394656	-0.0953968328754404	-4.79335524398252	0.000252486962112835	0.00417381290923967	0.691584047908457
STT3A	-0.672125183677208	8.30193351468321	-5.29226639339943	9.76638786269985e-05	0.00212907255406857	0.689407048468494
ANO7	1.98500217849063	1.42905401947067	4.83364878068631	0.000233579296632834	0.00393111983910893	0.686291615661605
LOXL1	2.60380920606966	1.32960565369844	4.79221271731607	0.000253045539473352	0.00417531402562459	0.679750213947774
IPCEF1	-1.97214161942952	0.359121378341713	-4.8067454574562	0.000246034495169202	0.00409626882649249	0.678971413093739
GALNT14	2.70943041587601	-0.192059967623867	4.7825361673875	0.000257827761094198	0.00422027156550435	0.67839334714122
LAMA3	-0.765863869366848	6.03368891415722	-5.24765009389026	0.000106186358934569	0.00225840256075473	0.677853572383148
WDFY2	-1.04325689884679	4.02059350615792	-5.03414385889131	0.000159029650326261	0.00303112251550819	0.675772476876266
AHDC1	0.904387947121344	4.81684763590505	5.13624374552132	0.00013100350209135	0.0026604961589207	0.67302289825356
PIK3CD	-0.909778285444184	4.13697971402413	-5.17175150952591	0.000122499951967963	0.00251711241510606	0.671285333832495
MTMR3	-0.72308183346864	6.13997723752736	-5.21103808816845	0.00011375449420011	0.002390214914277	0.671016939871389
TMEM168	-0.708248793861093	6.10335790621248	-5.21019595153831	0.000113935009345591	0.00239040789532283	0.667978463929447
GDF15	-1.88379902078202	7.80866094115344	-5.27345959960785	0.000101166379158866	0.00218494322294814	0.654432028231442
TESC	1.64756124875978	1.88688439576159	4.88960525178652	0.000209713673922606	0.00367812341009849	0.647975106048843
BMP6	1.82804958391495	1.736333096404	4.82494249817699	0.000237537171613396	0.00399291399801217	0.647807809561002
CHRNA4	2.61244302003623	-0.961887614793876	4.75555569287814	0.000271659891277156	0.00440208920220543	0.633180736145849
ZNF93	-1.47550069758729	3.13379198566436	-4.86346132839054	0.00022053427218422	0.00379200799224211	0.630768204146976
TPP2	-0.731356407135529	6.02795777284272	-5.16478960386371	0.000124120977565681	0.00254667041028879	0.628915125433492
LOC101927272	3.18344432426437	-1.4292693735468	4.75132924338663	0.000273894982329432	0.00443315869310932	0.623117732390255
NMNAT2	1.33412589918183	5.09034233282508	5.02933766459021	0.000160492746545464	0.00305067411417209	0.621140417435084
C3orf18	1.15455750477135	3.3325280602807	5.01605359812333	0.000164609514501787	0.00309532818823044	0.618945721289621
SESN1	-0.885964472910866	5.68843671710247	-5.187096915068	0.000119003865800886	0.00245612712374847	0.60291648764127
ZNF493	-1.11148985763597	3.55834299279971	-4.94604749410582	0.00018818169327656	0.00339213305503175	0.598527487389751
ELF4	1.1770521745455	4.22094861900219	4.97527281224508	0.000177943210458039	0.00326666272672441	0.590429509588218
CCDC28B	-1.69691964933171	3.3612979439631	-4.84611438103122	0.000228030502883393	0.00387512981270293	0.589922053262885
ARHGEF40	0.97910702883188	4.09618735314053	5.03522070738803	0.000158703733022341	0.00303112251550819	0.588312994166698
PTPN18	0.634269352333868	7.15077134630392	5.20918244840855	0.000114152651215406	0.00239137806269871	0.576729544152428
ZFAND2B	1.06172085073752	4.10187167835139	4.99286698126522	0.000172058715804348	0.00320075093720301	0.57533471698497
SCAF4	0.777846789155244	5.47211400519151	5.13445636776131	0.00013144738091503	0.00266176176854354	0.575238716533446
FAR2P2	1.96318672959813	1.91231878325185	4.79539827693184	0.000251491297133834	0.00416228538269425	0.5619796286772
ARHGAP32	-0.814396446456835	5.73153377315707	-5.15548466509264	0.000126322323749391	0.00257843723059939	0.560421387714587
GSTA4	0.812563049599661	5.68159133140435	5.1551239257908	0.000126408476614821	0.00257843723059939	0.553904343523124
TTTY15	-0.927552415713678	5.75736586371512	-5.12856858540163	0.000132920602928092	0.00267992521972938	0.553014607136063
ZDHHC14	1.03224386252621	3.56285320532078	4.99576019162148	0.000171110488571305	0.00319162237506263	0.550821864017536
RGS16	-2.51268139742792	1.2295561635412	-4.72443403805838	0.000288569080698134	0.00460653983283795	0.544801897324002
LMO7	1.48167086427536	3.4923127513938	4.87223149611005	0.000216841616123763	0.00375356603989918	0.544223357921223
ZNF91	-0.940383553183258	5.12970867827519	-5.08571041281818	0.000144172843755802	0.00284110101141376	0.540228828595981
XKR6	2.70181142134534	0.243792446655184	4.69425783221906	0.000306000982932152	0.00480779922733039	0.525462969261326
CYP11A1	-3.47455049450507	-1.97989970340177	-4.71018729905201	0.000296667885626652	0.00468755417923335	0.513737631964762
TRERF1	-0.917274224778288	4.87535340815734	-5.03003153657325	0.0001602806619869	0.00305067411417209	0.513076352477987
CECR6	-1.84025838698433	2.54457449187945	-4.72141420308684	0.000290266530915978	0.00462499275606368	0.509018319096141
LTBP4	0.829012714492189	6.25755380814997	5.13753178734098	0.000130684591166416	0.00265788836144875	0.507417404180368
ADRA2C	2.59745328453962	-0.0637609314759238	4.68303957683137	0.000312754760590144	0.00489187715219023	0.504155781259601
ZNF615	-1.20410637656608	3.72681765875448	-4.90170946094874	0.000204890986714884	0.00361424204215876	0.49784016235645
PTPN13	-1.05046734695134	5.58888096678677	-5.10421328867846	0.000139198676677026	0.00277442848142552	0.497366358056745
PXYLP1	1.32420630650193	3.0422327473609	4.83894232150139	0.000231206167819983	0.0039022776174323	0.496665688928263
ATP10D	1.90370970108784	1.65054582757525	4.71964033222087	0.000291268415674442	0.00463372512598611	0.495455353531838
AAMP	0.665684843089093	7.49990315360749	5.17635174732458	0.000121440868344617	0.00249903096628923	0.486964070202468
STON2	1.09461762063688	3.81540755866729	4.90224696564037	0.000204679502530794	0.00361424204215876	0.471752151519428
ASAH1	-0.640342748715702	6.89528029785772	-5.15724838664338	0.000125901980984078	0.00257608759280212	0.468532761298098
SVEP1	-2.40450852499685	0.94646481312611	-4.66426083411636	0.000324405627135499	0.00502900812199386	0.467186687182131
RNF6	-0.779056271967108	6.10117484520677	-5.11621765778796	0.000136066819712548	0.00273545283664189	0.466327852805201
HTR7P1	-1.50769658889403	2.77442593489762	-4.76578420501678	0.000266328150328375	0.00432768174195721	0.464869609716382
ZNF596	1.29182327895755	2.64093916548728	4.80183314283332	0.000248381660098858	0.00412059562627736	0.460326993380451
HTRA2	0.909361643338358	5.230564846802	5.03786452116058	0.000157906487032581	0.00303112251550819	0.449496671876064
NFASC	1.58408453559598	3.53885559063038	4.78195754230174	0.0002581166572644	0.00422027156550435	0.441405224980643
SETDB2	-1.07173437581337	4.35117947325144	-4.94963376362305	0.000186893225771704	0.00337763508544924	0.439487108623744
GNAO1	2.89606150582478	0.430617718152829	4.65027149092956	0.000333374670543841	0.00512251476148422	0.439278342062461
PSMB9	2.84680484639198	0.0095192165929441	4.64314816879588	0.000338039321916582	0.00517140857388174	0.433851174417799
CLIP2	1.47995335952663	3.84160341030024	4.80244668728578	0.000248087243535198	0.00412059562627736	0.430725509874114
NAT2	2.5012703998543	-1.11162103787492	4.64032585283783	0.000339906018185173	0.00519427028008711	0.428849899787092
SLC22A31	1.29762855767476	2.69501705474506	4.88067588686737	0.000213346410575995	0.00370686067292189	0.426953629092622
LRRC4B	3.13897018795554	-0.46737886741076	4.64560838404353	0.000336420725413208	0.00515795819886272	0.422199933824919
PEG10	1.31650204119917	5.90158364565088	4.9235704809383	0.00019646893230384	0.0035142750557733	0.419468035046731
RAP1GAP	0.950051636487418	5.06490446287589	4.98163230994231	0.000175792589951004	0.00324855392714756	0.406371077805863
PLEKHG2	2.18414176848126	4.60063292063037	4.91415043176557	0.000200053336952684	0.00355944056720346	0.40552724723421
KAZALD1	1.39870592183809	3.64064944971789	4.8229297893273	0.000238461953119639	0.00399882352154471	0.405507101750532
NEBL	-1.01243920837895	5.70383277500416	-5.07046019895039	0.000148410734681961	0.00289598121717863	0.398979050717685
CAST	-0.747012644565031	6.99231411329616	-5.10895552685458	0.000137952637000473	0.00275747162096075	0.39577617562168
DCAF16	-0.719302406853375	6.467773970763	-5.09182255502249	0.000142509670076638	0.00281969088650358	0.392617280851512
GIT1	0.776041144126156	6.64762669845834	5.09831712341923	0.000140764178352975	0.00279365834478052	0.392025821990743
PCDHA1	2.86162770284468	0.317226496581757	4.61806890398941	0.000355003487275834	0.00533855274653395	0.38886810034945
FAM222A-AS1	1.89813867327466	1.4063843786405	4.66115252546479	0.00032637677828281	0.00504275615792	0.379476400340859
GYG2	-1.11557229104703	3.02005088362163	-4.85516801960985	0.000224085857328348	0.00383612991588357	0.377728898029416
ZNF558	-0.830844006656535	4.30168622094812	-4.97733469761143	0.000177242970237795	0.00326239303530041	0.376079928430864
FSCN1	1.18822149056368	4.39045709860397	4.938988360555	0.000190744762372143	0.00341626562851879	0.375755038469498
SOX18	3.08351859261677	-0.210505912269417	4.60966023296329	0.000360885305453266	0.00539664714006855	0.369925520093784
RBP7	-2.87682020726369	1.48465642381988	-4.6128126628968	0.000358668544234984	0.00538079949372742	0.369563511982438
MGLL	-1.22598395305815	3.42289110930332	-4.80876427903534	0.00024507651951608	0.00408519426557748	0.366492877007751
SYDE2	2.63164325784222	0.792408453875875	4.6088993883499	0.000361422431994277	0.005398892688634	0.36293222203019
EPDR1	1.46468147601666	3.27912674510874	4.74423717660418	0.000277688177613846	0.00447896584285361	0.354493483260854
ZMYND10	1.82144728664153	1.90040934194799	4.66131747897854	0.000326271863060846	0.00504275615792	0.351130183797968
EXOSC10	-0.706600240208236	6.41133462001655	-5.05708140659717	0.000152234679809478	0.00295811994511301	0.350665761243157
FAM198B	-1.20669468160584	5.81898052401171	-5.06004446065643	0.000151379077432853	0.00294566372153858	0.347167444767028
RAB11FIP5	0.913805657356805	5.02023494338231	5.01655894266631	0.000164450925969695	0.00309532818823044	0.346896035738121
SMYD5	0.72794291991458	5.50459637468685	5.00857176594633	0.000166976072010254	0.00313546454466631	0.342790005384074
BASP1	3.54450876535013	3.23841500223936	4.72486002837424	0.000288330455568318	0.00460653983283795	0.333790716348967
TAB3	-0.733343700515355	5.43818232992809	-5.00369030440221	0.000168539051247101	0.00316056027284886	0.333673974526551
IPW	-0.967875913521655	4.34823565770028	-4.90551863811838	0.000203397096768232	0.00360613264798326	0.333364145246996
GDNF	-2.78816999846615	0.913879454404637	-4.58914471306867	0.000375659984948346	0.0055580149628837	0.331016639448599
TBRG1	-0.885324776846878	6.6836136758266	-5.07294309797573	0.000147712072602696	0.00288638492570422	0.329959908798105
XBP1	-0.632857445528499	8.34725058301095	-5.11095292321892	0.000137431274932763	0.00275494417796251	0.328611992116223
AGT	1.71017136949258	-0.0114403394252665	4.63461380079097	0.000343716520714234	0.00521820772252992	0.322136669140058
PRRT3	-1.34653651217488	3.41507240077852	-4.72620537879083	0.000287578170162622	0.00460353057591817	0.31905586121537
CDH15	2.07054469015435	0.755419301300357	4.61794819124701	0.000355087223966708	0.00533855274653395	0.312603597427279
OSBPL6	-1.65794854073632	2.42510196938473	-4.65638717061517	0.000329422717520472	0.00507856989485705	0.312468683132846
AASS	-1.17723989664339	3.95862248922971	-4.85548549371946	0.000223948819388033	0.00383612991588357	0.310164944482509
BTAF1	-0.647770058467854	6.51670921150446	-5.04841144798735	0.000154767041032038	0.00299504200007536	0.306475186650008
PREX1	3.13543404814111	0.0673967331916303	4.5725827940032	0.00038804024671694	0.00566904452585837	0.305115393497994
FAH	0.684568763261024	5.80156552095219	5.02199299550334	0.00016275554689601	0.00308109279551307	0.30305670169481
LRFN4	0.874163481950262	4.60272833548119	4.94178595204948	0.000189724710561856	0.00340248003514372	0.30109210618786
ABLIM2	4.52577140300715	-1.34174505192115	4.57623529514495	0.000385274379594883	0.00565006548388249	0.294033812131209
TUBA3E	2.2336963974126	0.642540881634993	4.57464611659105	0.000386475291350714	0.00565803070821108	0.29082689881454
ZFYVE21	0.752761210733261	5.40125536251236	4.98683729286777	0.000174052395521222	0.00322318797268054	0.285650576878859
OSBPL8	-0.843504229438608	6.98086439157944	-5.0227033835733	0.000162535251314041	0.00308109279551307	0.272219101560353
PTGS1	2.52539330398152	0.31894277856461	4.55179749939825	0.000404173104673529	0.00584562996760336	0.253933409676388
TRIM4	-0.727817338585331	5.81815186356981	-4.98642702044819	0.000174188914234599	0.00322318797268054	0.253442258690492
F5	-2.16889579915841	1.11292022431512	-4.55499681702658	0.000401645718161028	0.00582511544675952	0.251932858029113
WNT5A	1.61625044755521	2.13898505707753	4.66855687022127	0.000321701419386278	0.00499819399028658	0.250277627721064
HPCAL1	0.736894639383508	5.30021268808203	4.95488629460721	0.000185022534919747	0.00334816395227018	0.248455626401757
GRTP1	-0.925075567253014	4.21520268363779	-4.85420196367511	0.000224503388592318	0.00383776636261718	0.245739501182136
CACNA1G	2.36719262845624	0.280303436091803	4.53618057704265	0.000416746680216947	0.0059331119208029	0.237559482365636
GBP2	-2.32369280538466	0.671594144886925	-4.53372255378545	0.000418761988635896	0.00595572606059942	0.215880916714123
TULP4	-0.981628441062162	5.57263721352596	-4.94176815140009	0.000189731183152366	0.00340248003514372	0.208509452305
MORC2-AS1	2.97629373481064	-0.150229041726586	4.51856216548612	0.000431415042689327	0.00605543528732545	0.208362141044631
JMJD1C	-0.989980157542085	5.79238850921656	-4.95819180339454	0.000183855204640292	0.00333136079888487	0.206091487840634
GAPDH	0.565687161802909	11.6186977118242	5.07887155384139	0.000146057595905485	0.00287168863677329	0.205371828823385
GALNT18	-1.08308053400557	3.76431264628954	-4.78799600388023	0.000255118127777862	0.00419247128239898	0.20380545741855
ARCN1	-0.723047435080327	7.98233100526708	-5.0355600271135	0.000158601178227611	0.00303112251550819	0.202682356088962
MRPL12	0.638571854790753	7.15069200556111	5.01818789423116	0.000163940798682098	0.00309532818823044	0.194057965079958
ANKRD13B	0.891381067763682	4.96801753830765	4.87631891600307	0.000215142477116905	0.00373341771235704	0.190729081846729
KLHL28	-0.863611559840122	5.28215246038576	-4.92169281489536	0.000197178069221841	0.00351898986291375	0.18317677186999
ANKRD12	-0.866830148348798	4.91958387024167	-4.86890349548107	0.000218235291163502	0.00376834007712028	0.181596698536996
PCDHGB5	-1.42932076665856	1.53139727839516	-4.63578913743512	0.000342928880424723	0.00521192128506071	0.180639533402006
C22orf39	-0.908515509106731	4.72149749739422	-4.84729427729009	0.000227512391382801	0.0038710401031376	0.16899506810185
SGMS1	-0.774007962337236	5.33655526233058	-4.91615076080644	0.000199286588615203	0.00355101722140398	0.166539989336886
ANKRD20A5P	2.14776898715109	0.765238927185443	4.50356409531333	0.000444319156574917	0.00619294792460863	0.160873609610849
FAM89A	1.32571839685404	2.39778113509956	4.62463673534369	0.000350477952492272	0.00530354489498067	0.160044269862648
RPL13A	-0.690590056022099	9.06058645031637	-5.03435743432875	0.00015896495492963	0.00303112251550819	0.157417246497826
SUGCT	2.26618955727902	0.655502204140736	4.54669050694334	0.000408241415398037	0.00586097026746757	0.155905181472015
ZNF358	0.793855434705828	6.12995945166048	4.97603907068265	0.000177682646970029	0.00326617693086409	0.150617832177032
ADGRA2	2.74348736744042	-0.984236673583516	4.48908693750227	0.00045715105208157	0.00633383463618874	0.149693813361587
FAM214A	-0.929179028445728	5.43334615965689	-4.92153719523455	0.000197236960493015	0.00351898986291375	0.144039501234896
CCDC149	-0.888979569592735	4.77348518999519	-4.8337017037772	0.000233555446930379	0.00393111983910893	0.143175854774262
LRRC7	-2.54877726335674	-0.350033264905439	-4.47914987831934	0.000466178403097555	0.00642065259626564	0.13950460625067
REPS2	-1.04319156207498	4.46052664490904	-4.89608658687783	0.000207116909578724	0.00364400393750613	0.131771344832309
PITX2	2.82794824338407	-0.363189822320172	4.47557458096689	0.000469470965318833	0.00644690837414208	0.129184837953605
PCCA	-0.839526117577286	4.75190710967652	-4.85367475391631	0.000224731588177913	0.00383776636261718	0.120925518541648
SGK2	2.01630540823989	1.64764450822452	4.50904422543427	0.000439558805144911	0.00614501447833848	0.120225335752312
ATP2B4	0.721381557722814	6.18250221839621	4.96030797197313	0.000183111883728145	0.00332220676433691	0.119376541244909
TBXA2R	2.79907335520327	-0.162794690667198	4.46517999702599	0.000479179731036246	0.00653520587235357	0.112964393329571
FAM207A	0.926594144291161	3.95174742440515	4.76561179526731	0.000266417121719078	0.00432768174195721	0.110300269860141
KIF3C	1.08959470993716	3.70074330487659	4.70112175364541	0.000301942877533373	0.00475474833786188	0.101176094281334
C1orf95	-1.6405031141269	1.64252405094386	-4.52491800334602	0.000426063254368182	0.00598670132773886	0.0915271703406875
RHOB	0.892124452603204	7.62884553387839	4.97834198301546	0.000176901920454122	0.00326126073892057	0.0906791548222587
NHP2L1	-0.699373737090029	7.28164265222137	-4.96223016082044	0.000182439390953917	0.00331908540570053	0.0865036028156068
EMILIN1	2.22062299740982	0.727774480349512	4.48654675169426	0.000459441485731419	0.00635295104947944	0.0796923639357709
SUDS3	-0.664673113957996	7.28138612716342	-4.94188155464375	0.000189689951886934	0.00340248003514372	0.0786493664491212
PLLP	1.3564345444521	2.48124983545012	4.61139580902533	0.000359663126083109	0.00538701380491091	0.0749702204382796
ZFYVE28	1.5680583886917	2.28526245505774	4.56617580945145	0.000392941346597254	0.00571961777672924	0.0748161595750094
NKX6-1	3.20643566590098	-0.331128017617596	4.44235300532429	0.000501230070925627	0.0067245753954144	0.0720169042253174
CXXC4	2.52055854115267	0.990369951445517	4.44463877489151	0.000498975943374972	0.00670685198648132	0.0617824948721655
KLF13	0.736800434560565	4.67124228767679	4.86898724298427	0.000218200106866856	0.00376834007712028	0.0600203892449551
DMGDH	-1.52460720245066	2.17649904828952	-4.58311335128975	0.000380120819259798	0.00560617935551025	0.0583622020030568
PLA2G6	-0.8334045722725	5.92730596937063	-4.90481537186439	0.000203672056093091	0.00360613264798326	0.0536638574428094
SPR	0.683248832911488	5.80421957901279	4.87534145026164	0.000215547555103009	0.00373580060720147	0.051969277606096
ANO4	3.09760770510901	-1.24335593437765	4.44051619707094	0.000503049017872617	0.00674081133882644	0.0507978106373379
GOLT1A	1.43704605159565	2.79387753470049	4.57819939061615	0.000383795447358114	0.00564248059171802	0.0492752389362963
LINC00936	-1.53026155395744	2.01278924765702	-4.53248165425732	0.000419783188783749	0.00596089041927927	0.0465991242178507
TAOK3	-0.712774917111179	5.98109740348943	-4.88424028741914	0.000211888576782225	0.003695336779082	0.0450303934576244
ELAVL2	2.35667304629301	0.62377817163982	4.43180958642583	0.000511763491853517	0.00681807741719728	0.0425789269256649
TMTC2	-1.13771566268934	4.10559534684831	-4.69869039538697	0.000303373975976175	0.00477189821061961	0.0412545426538351
ZNF702P	-1.3521600383749	2.97826743149572	-4.56689976763967	0.000392384372914256	0.00571961777672924	0.0407730570621228
APC2	2.1489819805203	1.17935520688176	4.459370498961	0.000484695419853154	0.00658056076435663	0.0378021807603179
AGPAT3	0.65952237314836	7.57203590990534	4.94862342272975	0.000187255294150889	0.00337980060024993	0.0341820196213973
ILF3-AS1	-0.625725489430111	6.30981666962943	-4.90508689176591	0.000203565853221247	0.00360613264798326	0.0163069358514534
REEP1	1.85415218984264	1.90733393987626	4.4762380831421	0.000468858134788282	0.00644483615425233	0.0148247443848311
UBA6-AS1	-0.756549076197939	4.60052673280558	-4.79194564291549	0.000253176294845069	0.00417531402562459	0.00988029076168395
SDK1	2.99664611434457	0.254793028497793	4.4154159530881	0.000528594433047091	0.00695969723611724	0.00521655703109669
PPP2R1B	-0.812826230217786	5.63336044636192	-4.81902713560195	0.000240265705445809	0.0040194090196402	-0.00348376639740344
LINC01547	1.30926188265961	2.2641633476147	4.58707844848716	0.000377182116480865	0.00557246744059269	-0.00378604731778598
GPC5-AS1	-3.45969934472259	0.322660243777929	-4.39916667381491	0.000545837470612498	0.0070776248977561	-0.00409935703389319
TPPP3	3.00574031189994	-0.727029973094581	4.4040774080001	0.000540566468907482	0.00704200128309728	-0.00431256991062057
STX19	-1.80593151264347	1.73594235036016	-4.51367026137875	0.000435581134104813	0.00610163452111481	-0.00643732586837675
LINC00886	2.39759497003426	0.939969489956644	4.41495585305939	0.000529074908986938	0.00695969723611724	-0.0147183048799429
TMSB15B	-2.55033311654673	0.298103496787535	-4.39150986757779	0.000554161306405272	0.00713911223173255	-0.0181237889318258
VCX	-2.14151684368591	0.147393835368674	-4.41787167169505	0.000526037514367122	0.00695007140194137	-0.0207377567276108
HHAT	1.92321641115313	2.45972701214262	4.53020274317238	0.000421665288645775	0.00596089041927927	-0.0311383909605709
NAA16	-1.30516307661867	3.95709898153444	-4.61954883224301	0.000353978531416409	0.00533337847766926	-0.0412150084503198
CRIP2	-1.56661426936404	3.97844654991315	-4.53848957848042	0.000414862626543585	0.00592049676418218	-0.0606826318186107
CRYAB	1.98349770349851	1.35682972283772	4.4591944634652	0.00048486356549302	0.00658056076435663	-0.062020286580168
SPATA20	0.702516099347775	7.73308895263647	4.90138541731111	0.000205018592464318	0.00361424204215876	-0.0628989460671319
AURKAPS1	-2.17304587356501	0.835275830044078	-4.38165635678499	0.000565064949567201	0.00724612700033234	-0.0776937851897292
DNAH6	1.58751946013047	2.5006694021607	4.46352647271128	0.000480743043203258	0.00654373359880181	-0.0789942784755295
NAPSA	3.08074494280693	0.527046336023585	4.3716556113666	0.00057635637074456	0.00735711261173659	-0.083571566231992
MARCH1	2.04532590048404	1.37335054038645	4.4083575052367	0.000536014922273468	0.00700232228048636	-0.0847562421369581
C11orf57	-0.763302076170687	5.55953531125827	-4.78899380646005	0.000254626114988125	0.00418932023150274	-0.0877545417865386
ZNF491	-2.7040675922644	0.850976186131616	-4.35650670611878	0.000593902295434413	0.00753969501901813	-0.0879977275920831
RTKN	0.708645700501421	5.52229794315972	4.78653781005368	0.000255838921215596	0.00419921417626603	-0.0899361984708911
NETO1	-0.678749828188471	7.27319342047139	-4.88460657625602	0.000211739349043761	0.003695336779082	-0.0905051466335678
PPM1H	-0.847789742415189	6.06718172641335	-4.8234330800122	0.000238230357973652	0.00399882352154471	-0.0926818442400128
NDUFA10	0.656859448338035	7.15616161452623	4.86308745410913	0.000220693125695283	0.00379200799224211	-0.10160566877915
PFKL	0.625052838034317	7.92982261950257	4.88100035495049	0.000213213276388108	0.00370686067292189	-0.105655164667753
SLC38A1	-0.614421068209462	8.1643594560356	-4.88111300648529	0.000213167073807926	0.00370686067292189	-0.105891706944411
CPNE3	-0.808185815035017	8.52923082106179	-4.89529455754635	0.000207432449754532	0.00364495911709727	-0.106754413269924
TMEM136	-0.95996944606558	4.28399831937537	-4.68521344495755	0.000311434132563664	0.00487668801069387	-0.112047295207812
ZNF677	-1.54303006413001	1.92519398478606	-4.42674905554411	0.000516899571363168	0.00686182951442333	-0.11368917342547
TMEM159	0.994337401916986	3.99153785114068	4.67088150202324	0.000320247826770753	0.00498370599701167	-0.114705800935782
DPYSL2	0.805837284666211	5.87155627427187	4.76133141547517	0.000268635843302903	0.00435814800670012	-0.115706933658092
ABHD15	0.978393358606588	3.67231550352661	4.61112294392313	0.000359854993275299	0.00538701380491091	-0.123524733466954
NIPAL1	-1.6388570351077	2.1319142741936	-4.41720884255978	0.000526726406992484	0.00695104072843225	-0.123811522417492
WSCD1	3.2186625734231	-0.393239518346351	4.32676751574301	0.000629955203636743	0.00788970825955102	-0.134378814448788
VANGL2	1.70767987016214	0.038338722327102	4.40139786863832	0.000543436089973749	0.00705960924330888	-0.136942991215398
ROBO3	0.985257842435106	2.84863444512819	4.63952093820617	0.000340440334432254	0.0051967434857755	-0.139459209540691
ZNF468	-0.760226416029448	5.10445292403235	-4.72119876695829	0.000290388019947806	0.00462499275606368	-0.141358765476169
XRN2	-0.604216938893426	7.52056715219787	-4.84830965001677	0.00022706749720003	0.0038681876934491	-0.146145985411824
TRIM68	-0.805046647986935	5.96245983877469	-4.81094013878945	0.000244048331629468	0.00407292143886883	-0.153182032954073
FAM53B	0.746326744116303	5.30540473651689	4.74697829540139	0.000276215712413753	0.00446554069478179	-0.1607032416869
H1F0	0.68130269340253	7.85044958028981	4.84379885528942	0.000229050829244835	0.00388662577489822	-0.163803471604489
CSRP2BP	0.912477998570455	4.27991568713257	4.6649265767612	0.000323985038084445	0.00502807480684558	-0.163878999334806
GDPD5	1.55943113150145	1.28097693895308	4.41008769555236	0.000534186165872759	0.00698497224578888	-0.172788371861865
CTSL	0.638166601812775	6.26658645784641	4.81175073946421	0.000243666425929335	0.00407141793361207	-0.173062312581726
MGAT5B	3.08140408839402	1.46624185697097	4.33956965379718	0.00061416815621392	0.00773270890631633	-0.174091478004106
LHPP	0.944512220255974	3.89165611525337	4.65927631904401	0.000327572545934377	0.00505563292132348	-0.175002968339368
IGF1R	1.01175953564084	4.41231596160944	4.63792826642204	0.000341500125204641	0.0052072237670548	-0.18466860263449
PRKD3	0.99115414541118	5.10407168194877	4.71392983810954	0.000294517965985381	0.00466354048989112	-0.19072867281964
ZNF354C	-1.41807318777031	2.01697211946577	-4.41175997906882	0.00053242469201012	0.00696923735757866	-0.199658930307005
FAM66B	1.61384026627908	1.01467722936789	4.36380615506001	0.000585380572870832	0.00744505902706822	-0.2024407226067
VARS2	0.726247240367874	6.11542410403136	4.78154618714645	0.000258322241753205	0.00422027156550435	-0.203422785085655
PSAT1	-0.776236096271392	9.15298146483432	-4.85033250978735	0.000226183837420817	0.00385784462065432	-0.204023117897217
ALDH3A1	3.14574255507135	0.302674191358803	4.29134690979514	0.000675833921395411	0.00826400952787798	-0.20479025377771
RGAG4	-2.43083696936051	1.37562703336689	-4.31941783245931	0.000639205571504539	0.00796918531756218	-0.205037765884989
S100A16	1.92304653338136	0.75463438979807	4.327278098492	0.000629317691609019	0.0078888054207808	-0.210965283083273
GALNT7	-0.6618993258295	7.56326508705586	-4.80492686357499	0.000246900764163749	0.00410579196854901	-0.211179597165545
OR51E2	-2.49517356520366	-1.21493687295005	-4.28425600000959	0.00068542163366769	0.0083446794353679	-0.211517164496948
ZNF502	-1.59853039069289	2.43243304465008	-4.38564073318603	0.000560629712220884	0.00720249147781379	-0.211522031314686
CDON	-1.12104466164734	3.56422658995508	-4.55053393659131	0.000405175785265437	0.00585197987165981	-0.217224938867968
DLL1	1.29134246781432	1.78065396297794	4.45071429170393	0.000493034931499624	0.00665609317169835	-0.226023394022072
PITPNM2	0.868697069014851	4.15595290525649	4.60489604568537	0.00036426220724464	0.00542389147863096	-0.231986700670121
CCNB3	1.7710744766283	1.26963223051897	4.32159088229309	0.000636456171525856	0.00796397892836658	-0.236841378214609
CPNE2	0.97054199917845	4.5754769165453	4.63736740442753	0.000341874139757058	0.00520723580555729	-0.246393184029546
AGAP1	0.690148976436717	5.74923393390845	4.737022312601	0.00028160261540455	0.00452577213849297	-0.246422762567645
POLDIP3	-0.587928995871385	7.45797259630049	-4.8003905300813	0.000249075335149351	0.00412719605226098	-0.247628081178805
