Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [cell line]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [ORGANISM PART]	FactorValue [TREATMENT]
GSM901238 1	benign prostate tissue	Bening prostate tissue 6	Benign prostate tissue 6	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Benign, prostate tissue	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901238 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901238 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901238	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901238_Benign6.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901238_sample_table.txt norm	GSM901238_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Benign, prostate tissue	not specified
GSM901237 1	benign prostate tissue	Bening prostate tissue 5	Benign prostate tissue 5	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Benign, prostate tissue	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901237 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901237 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901237	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901237_Benign5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901237_sample_table.txt norm	GSM901237_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Benign, prostate tissue	not specified
GSM901236 1	benign prostate tissue	Bening prostate tissue 4	Benign prostate tissue 4	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Benign, prostate tissue	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901236 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901236 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901236	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901236_Benign4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901236_sample_table.txt norm	GSM901236_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Benign, prostate tissue	not specified
GSM901235 1	benign prostate tissue	Bening prostate tissue 3	Benign prostate tissue 3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Benign, prostate tissue	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901235 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901235 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901235	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901235_Benign3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901235_sample_table.txt norm	GSM901235_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Benign, prostate tissue	not specified
GSM901234 1	benign prostate tissue	Bening prostate tissue 2	Benign prostate tissue 2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Benign, prostate tissue	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901234 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901234 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901234	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901234_Benign2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901234_sample_table.txt norm	GSM901234_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Benign, prostate tissue	not specified
GSM901233 1	benign prostate tissue	Bening prostate tissue 1	Benign prostate tissue 1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Benign, prostate tissue	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901233 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901233 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901233	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901233_Benign1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901233_sample_table.txt norm	GSM901233_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Benign, prostate tissue	not specified
GSM901232 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 11	Clinically localized primary prostate cancer 11	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901232 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901232 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901232	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901232_PCA11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901232_sample_table.txt norm	GSM901232_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901231 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 10	Clinically localized primary prostate cancer 10	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901231 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901231 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901231	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901231_PCA10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901231_sample_table.txt norm	GSM901231_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901230 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 9	Clinically localized primary prostate cancer 9	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901230 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901230 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901230	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901230_PCA9.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901230_sample_table.txt norm	GSM901230_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901229 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 8	Clinically localized primary prostate cancer 8	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901229 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901229 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901229	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901229_PCA8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901229_sample_table.txt norm	GSM901229_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901228 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 7	Clinically localized primary prostate cancer 7	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901228 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901228 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901228	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901228_PCA7.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901228_sample_table.txt norm	GSM901228_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901227 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 6	Clinically localized primary prostate cancer 6	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901227 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901227 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901227	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901227_PCA6.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901227_sample_table.txt norm	GSM901227_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901226 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 5	Clinically localized primary prostate cancer 5	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901226 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901226 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901226	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901226_PCA5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901226_sample_table.txt norm	GSM901226_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901225 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 4	Clinically localized primary prostate cancer 4	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901225 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901225 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901225	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901225_PCA4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901225_sample_table.txt norm	GSM901225_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901224 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 3	Clinically localized primary prostate cancer 3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901224 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901224 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901224	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901224_PCA3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901224_sample_table.txt norm	GSM901224_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901223 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 2	Clinically localized primary prostate cancer 2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901223 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901223 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901223	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	P-GSE36803-15	ArrayExpress	  	  	  	  	  	  	  	  	GSM901223_PCA2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901223_sample_table.txt norm	GSM901223_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901222 1	clinical localized prostate cancer tissue	Clinically localized primary prostate cancer 1	Clinically localized primary prostate cancer 1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	  	  	  	Primary, Prostate cancer, localized	P-GSE36803-10	ArrayExpress	  	  	  	  	  	  	GSM901222 extract 1	total RNA	P-GSE36803-11	ArrayExpress	  	  	GSM901222 LE 1	biotin	P-GSE36803-12	ArrayExpress	  	  	GSM901222	A-GEOD-8786	ArrayExpress	array assay	P-GSE36803-13	ArrayExpress	  	  	P-GSE36803-14	ArrayExpress	  	  	  	  	  	  	GSM901222_PCA1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.raw.1.zip	P-GSE36803-2	ArrayExpress	GSM901222_sample_table.txt norm	GSM901222_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	Primary, Prostate cancer, localized	not specified
GSM901221 1	cell ine LNCaP treated with miR-31, repeat 2	LNCaP cells grown in 10% FBS subjected to miR-31	LNCaP cells treated with miR-31 2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	LNCAP	EFO	EFO_0002071	  	  	  	P-GSE36803-3	ArrayExpress	P-GSE36803-4	ArrayExpress	P-GSE36803-5	ArrayExpress	GSM901221 extract 1	total RNA	  	  	P-GSE36803-6	ArrayExpress	GSM901221 LE 1	biotin	  	  	P-GSE36803-7	ArrayExpress	GSM901221	A-GEOD-10558	ArrayExpress	array assay	  	  	  	  	  	  	P-GSE36803-1	ArrayExpress	P-GSE36803-8	ArrayExpress	P-GSE36803-9	ArrayExpress	  	  	  	  	GSM901221_sample_table.txt norm	GSM901221_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	not specified	overexpression miR-31
GSM901220 1	cell ine LNCaP treated with miR-NC as control, repeat 2	LNCaP cells grown in 10% FBS subjected to miR-NC	LNCaP cells treated with miR-NC 2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	LNCAP	EFO	EFO_0002071	  	  	  	P-GSE36803-3	ArrayExpress	P-GSE36803-4	ArrayExpress	P-GSE36803-5	ArrayExpress	GSM901220 extract 1	total RNA	  	  	P-GSE36803-6	ArrayExpress	GSM901220 LE 1	biotin	  	  	P-GSE36803-7	ArrayExpress	GSM901220	A-GEOD-10558	ArrayExpress	array assay	  	  	  	  	  	  	P-GSE36803-1	ArrayExpress	P-GSE36803-8	ArrayExpress	P-GSE36803-9	ArrayExpress	  	  	  	  	GSM901220_sample_table.txt norm	GSM901220_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	not specified	overexpression miR-NC
GSM901219 1	cell ine LNCaP treated with miR-31, repeat 1	LNCaP cells grown in 10% FBS subjected to miR-31	LNCaP cells treated with miR-31 1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	LNCAP	EFO	EFO_0002071	  	  	  	P-GSE36803-3	ArrayExpress	P-GSE36803-4	ArrayExpress	P-GSE36803-5	ArrayExpress	GSM901219 extract 1	total RNA	  	  	P-GSE36803-6	ArrayExpress	GSM901219 LE 1	biotin	  	  	P-GSE36803-7	ArrayExpress	GSM901219	A-GEOD-10558	ArrayExpress	array assay	  	  	  	  	  	  	P-GSE36803-1	ArrayExpress	P-GSE36803-8	ArrayExpress	P-GSE36803-9	ArrayExpress	  	  	  	  	GSM901219_sample_table.txt norm	GSM901219_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	not specified	overexpression miR-31
GSM901218 1	cell ine LNCaP treated with miR-NC as control, repeat 1	LNCaP cells grown in 10% FBS subjected to miR-NC	LNCaP cells treated with miR-NC 1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	LNCAP	EFO	EFO_0002071	  	  	  	P-GSE36803-3	ArrayExpress	P-GSE36803-4	ArrayExpress	P-GSE36803-5	ArrayExpress	GSM901218 extract 1	total RNA	  	  	P-GSE36803-6	ArrayExpress	GSM901218 LE 1	biotin	  	  	P-GSE36803-7	ArrayExpress	GSM901218	A-GEOD-10558	ArrayExpress	array assay	  	  	  	  	  	  	P-GSE36803-1	ArrayExpress	P-GSE36803-8	ArrayExpress	P-GSE36803-9	ArrayExpress	  	  	  	  	GSM901218_sample_table.txt norm	GSM901218_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-36803/E-GEOD-36803.processed.1.zip	not specified	overexpression miR-NC
