Bootstrap	Harrells_boot	Harrells_orig	Optimism	n_Preds	Preds
90	91	0.761026385742598	0.724276397743094	0.0367499879995042	27	CHRM1, RNASEH2C, ACAN, RPIA, SS18L2, CBLB, INHBB, SSTR1, DOCK6, SMCO3, CTHRC1, OGFOD1, METAP1, ACVRL1, STARD5, ZNF804A, PRDM1, ZNF287, NUS1, SYNC, BHLHE40, BTN3A1, RNF122, ATAD3C, SCNN1G, SPARC, gleason_score
91	92	0.713987687848155	0.693283017024499	0.0207046708236563	18	TRIB1, TMEM63C, IAH1, RNASEH2C, GBA2, MTERF4, MIEN1, ZNF664, SS18L2, AGRN, SLC9B1, CHST4, ADAMTSL3, GNA14, MUC6, RFXAP, B4GALT1, gleason_score
92	93	0.757655600303197	0.728389633863364	0.0292659664398326	27	NEU3, RNASEH2C, TMSB10, ZFPL1, TRAM2, POLR2L, TBC1D8, DCAF4L1, MDH1B, CCDC120, CDK10, SSTR1, COX6C, KMO, SMCO3, CELF5, ST3GAL3, BGN, PDCD4, METAP1, ZFR, NUS1, BHLHE40, ATAD3C, PPM1F, PHYHD1, gleason_score
93	94	0.743010110172806	0.68364475708947	0.0593653530833363	26	DHTKD1, TRIB1, CAMKV, LRIF1, PRR13, EAF1, NEU3, DLG3, RNASEH2C, NET1, FOXL2, BGN, EPHA10, SLC35G1, PLAT, ABHD13, WASF2, GLIPR2, SLC39A14, TEAD3, TPCN2, COL19A1, ADAMTSL3, SLC2A4, MCM3, SPARC
94	95	0.762963475784039	0.720426955863316	0.0425365199207238	26	KIFC2, NEU3, DLG3, MAPK8IP2, DDAH1, UROS, RIT2, SLC22A23, CLPTM1, BGN, PDCD4, ITSN1, GLIPR2, CEP120, TPCN2, RAB11FIP2, LMO2, ME1, LZIC, FADS2, BTN3A1, PHYHD1, NDE1, SPARC, ZNF518B, gleason_score
95	96	0.711720265546064	0.691695366503017	0.0200248990430472	10	DEDD, TMEM192, SLCO5A1, DECR1, RNASEH2C, POLR2L, SFRP4, SSTR1, PRDM1, gleason_score
96	97	0.776256607923802	0.713883393175545	0.0623732147482566	25	RBM47, MKRN1, SLC12A7, LMTK2, SLCO5A1, GCC1, PRR13, NEU3, POFUT2, IAH1, DDAH1, CNBD2, SCRIB, TMEM54, CCDC120, SSTR1, ITSN1, GLIPR2, KAZN, ZFR, ZNF804A, PRDM1, RNF122, RFXAP, gleason_score
97	98	0.651818159940317	0.600639945287121	0.0511782146531967	7	ENOSF1, TNS4, TPCN2, ZFR, RNF122, SPARC, ZNF518B
98	99	0.766557712947605	0.708634376297599	0.0579233366500057	21	DHTKD1, BACE2, SLCO5A1, PDIK1L, NPAS2, DLG3, RNASEH2C, ORMDL1, POLR2L, REG4, SSTR1, SMCO3, BGN, PDCD4, ECHDC3, ACVRL1, SRF, MOCOS, PHYHD1, DUSP3, SPARC
99	100	0.759579985673388	0.698346400918395	0.0612335847549935	22	GPR37, GTF3C1, BICC1, MAPK8IP2, RNASEH2C, SLC25A21, MIEN1, SS18L2, SFRP4, SSTR1, DOCK6, CELF5, KDM8, CDKN1A, WNT2B, LONRF1, BTN3A1, FAM227B, ANXA2, LIX1, ADGRG6, MINK1
100	101	0.714053077467712	0.67912850199067	0.0349245754770421	16	LRIF1, CNBD2, SFRP4, IGSF22, SH3RF1, HLX, GLP1R, SSTR1, ST3GAL3, ACVRL1, EIF4G2, CALML5, FAM227B, SCNN1G, LIX1, PWP1
101	102	0.752605492752147	0.684717031826287	0.0678884609258605	21	KCNC2, TRIB1, SGSM2, KCNS3, RNASEH2C, ZFPL1, SS18L2, NFKBIL1, ZBTB3, SSTR1, DOCK6, PDCD4, WWTR1, TNS4, ZNF287, MOCOS, TMEM164, PHYHD1, LIX1, RFXAP, KIF20B
102	103	0.75223878532786	0.725294936616106	0.0269438487117535	23	FBXO45, PACS1, LRIF1, DDAH1, CNBD2, NAPA, MTERF4, FA2H, SS18L2, TMEM54, RALY, HLX, SSTR1, MSR1, ST3GAL3, BGN, JAG2, DHX38, ZNF287, BHLHE40, PHYHD1, COX10, gleason_score
103	104	0.721398101485414	0.668584059988764	0.0528140414966498	16	BACE2, NPAS2, NEU3, ABHD10, SLX4IP, AGRN, SLC9B1, CATSPERG, KDM8, CDKN1A, ITSN1, TPCN2, ZNF268, CDCA7L, RFXAP, SPARC
104	105	0.799517959361296	0.735140812388559	0.064377146972737	30	NPAS2, PRR13, NEU3, RNASEH2C, CNBD2, ZFPL1, SS18L2, DNASE1L1, SLC13A3, SSTR1, SLC9B1, DOCK6, PAPSS1, CELF5, BGN, ANKFY1, BICD2, CDKN1A, AQP4, KREMEN1, TPCN2, PRDM1, CCND3, CDCA7L, LIX1, IL15RA, USPL1, PHF19, ZNF518B, gleason_score
105	106	0.756974518848717	0.694240492415916	0.0627340264328009	21	ACVR2B, GSK3A, KCNC2, HIC2, NEU3, DDAH1, ZFPL1, STKLD1, POLR2L, COX6C, HEY2, FBXO43, SMCO3, SLC39A14, TEAD3, TPCN2, BTN3A1, SLC2A4, PADI4, SPARC, ZNF561
106	107	0.760185588291404	0.710065704306197	0.0501198839852072	18	RBM47, ZNF768, NEU3, CNBD2, HLX, COX6C, COL2A1, C14orf39, ST3GAL3, BGN, ACVRL1, GLIPR2, ZNF347, QRFPR, RAB11FIP2, NSL1, RAB34, gleason_score
107	108	0.750339569515085	0.713580518306832	0.0367590512082528	28	SLCO5A1, DECR1, STK35, TMEM63C, KCNS3, RNASEH2C, ELAVL2, ZFPL1, TMEM150C, REG4, DCAF4L1, C1orf53, SSTR1, EPHB3, FBXO43, B3GAT1, BGN, LAMC1, IPO11, GLIPR2, MEIS1, ZNF287, ZNF134, RNF214, NSL1, PHYHD1, ZNF518B, gleason_score
108	109	0.716090070959466	0.673855059720085	0.0422350112393812	20	GSK3A, ZNF623, LETMD1, NEU3, THUMPD2, MIEN1, RHOU, HLX, KMO, BGN, GLIPR2, TEAD3, SRF, NUS1, GNA14, NUMBL, ATAD3C, PHYHD1, PPP4R4, TG
109	110	0.748797163838947	0.700766957328839	0.0480302065101075	19	ZDHHC18, DECR1, PRR13, DLG3, CRTC1, YKT6, DCAF4L1, SSTR1, SLC9B1, PDCD4, ARNT, ACVRL1, ZNF268, MASP1, SRF, CDCA7L, PADI4, HS6ST1, gleason_score
110	111	0.756030412285598	0.704941256930705	0.0510891553548927	16	MKRN1, CHRM1, NPAS2, NEU3, DLG3, TMSB10, CNBD2, TRAM2, DCAF4L1, RHOU, SSTR1, PAPSS1, BGN, WDR93, CDKN1A, SPARC
111	112	0.742608666251274	0.705625167924574	0.0369834983266996	19	BACE2, GCC1, CHRM1, NEU3, KCNS3, UROS, MTERF4, MIEN1, NDUFA1, SFRP4, SSTR1, CHRM3, BGN, ANKFY1, FAM227B, SLC2A4, ALG9, ATAD3C, LIX1
112	113	0.775015571804153	0.727971959649251	0.0470436121549016	24	GSK3A, LTA4H, DHTKD1, STARD3NL, REPS1, NEU3, STK35, MAPK8IP2, IAH1, MIEN1, POLR2L, SS18L2, TBC1D8, DCAF4L1, HCST, SLC13A3, SSTR1, SRF, MCFD2, BTN3A1, LIX1, DPT, SPARC, gleason_score
113	114	0.756304091549498	0.717202804035075	0.0391012875144234	22	CHRM1, NPAS2, CDK17, MAPK8IP2, RNASEH2C, YKT6, UROS, SFRP4, REG4, SSTR1, CTHRC1, B3GAT1, PLIN1, PDCD4, ECHDC3, RAB11FIP2, LMO2, BHLHE40, PHYHD1, LIX1, ADGRG6, SPARC
114	115	0.757330505723745	0.726699396692802	0.0306311090309436	20	DHTKD1, TMEM151A, NEU3, RNASEH2C, GBA2, CNBD2, POLR2L, FA2H, ZBTB3, SSTR1, SLC9B1, DOCK6, HEY2, GLIPR2, KAZN, SRF, CALML5, PPM1F, SPARC, gleason_score
115	116	0.752276786851976	0.70734960064483	0.0449271862071454	23	GTF3C1, KCNC2, ZNF623, TMC5, TMEM192, LRIF1, PBLD, DLG3, TMEM63C, MAPK8IP2, RNASEH2C, CNBD2, FA2H, SFRP4, REG4, SH3RF1, SMCO3, CELF5, ST3GAL3, RAB11FIP2, FAM227B, PHYHD1, RAB34
116	117	0.751822155708474	0.71279890574241	0.0390232499660643	20	MAPK8IP2, DAGLB, NELFB, DCAF4L1, HLX, SSTR1, SMCO3, CELF5, ST3GAL3, BGN, DDX3Y, RAB11FIP2, LPIN1, CLDN14, USO1, BHLHE40, RNF122, COX10, SLC28A3, gleason_score
117	118	0.771082248121843	0.719811435968833	0.05127081215301	15	PRR13, NEU3, DLG3, RNASEH2C, DDAH1, MTERF4, SS18L2, DCAF4L1, SSTR1, BGN, SLC39A14, DHX40, RPE65, PHYHD1, gleason_score
118	119	0.773872825176747	0.713245890427689	0.0606269347490583	29	GSK3A, GTF3C1, TRIB1, HIC2, MGAT5B, LETMD1, NEU3, RNASEH2C, THUMPD2, FA2H, FOXL2, SFRP4, SH3RF1, MZB1, SSTR1, SLC9B1, COX6C, CELF5, BGN, TPCN2, RAB11FIP2, ZNF804A, LMO2, PPARGC1A, BTN3A1, LRRC28, ATAD3C, IGSF9B, SPARC
119	120	0.775974454111776	0.713795461762048	0.0621789923497283	19	KCNC2, TMC5, PRR13, CRTC1, MAPK8IP2, CNBD2, C2orf68, REG4, IGSF22, SSTR1, SLC9B1, PLIN1, SLC35G1, EYS, BHLHE40, FAM227B, ADGRG6, SPARC, gleason_score
120	121	0.76961095438168	0.72739552038299	0.0422154339986901	26	TMEM151A, ZRANB2, NEU3, RNASEH2C, DDAH1, YKT6, MTERF4, RPIA, TRIM24, SS18L2, NFKBIL1, SSTR1, SLC9B1, DOCK6, ZNF142, BGN, EPSTI1, SLC39A14, ZNF287, RIF1, ABCA12, BHLHE40, BTN3A1, PPP4R4, SPARC, gleason_score
121	122	0.760411988675193	0.694035319117755	0.0663766695574379	22	DEDD, RNASEH2C, GRHL2, ELAVL2, CNBD2, SCRIB, SSTR1, DOCK6, HEY2, SMCO3, PDCD4, EPSTI1, DHX38, TPCN2, SRF, PRDM1, LMO2, LPIN1, LZIC, BHLHE40, PHYHD1, ZNF561
122	123	0.756004157241548	0.696951710998754	0.0590524462427936	19	TMEM151A, SGSM2, NPAS2, PRR13, NEU3, RNASEH2C, MZB1, GLP1R, SSTR1, COX6C, TMEM44, ST3GAL3, PDCD4, TEAD3, DHX38, EHF, ATAD3C, COX10, gleason_score
123	124	0.74536341219626	0.707659803131335	0.0377036090649251	22	ZNF623, TMC5, RNASEH2C, MARVELD2, TRAM2, SCRIB, SS18L2, GALNT11, DCAF4L1, HLX, SSTR1, BGN, GLIPR2, TPCN2, LMO2, TTLL5, LRRC28, ALG9, RNF122, PHYHD1, SLC28A3, SPARC
124	125	0.705912989301325	0.682257394787621	0.0236555945137037	11	SFRP4, SSTR1, CLPTM1, GLIPR2, C2orf49, SNAI2, NUS1, FAM227B, SPARC, ZNF518B, gleason_score
125	126	0.758127297069572	0.702681908111673	0.0554453889578996	25	DEDD, HIC2, GCC1, CFAP44, NEU3, DLG3, TMEM63C, UROS, EPHA8, ZFPL1, DCAF4L1, HLX, ZBTB3, SSTR1, COX6C, OGFOD1, GLIPR2, ZNF268, SNAI2, CDCA7L, FAM227B, ATAD3C, TRUB1, ZNF518B, gleason_score
126	127	0.771105311003439	0.719044478639994	0.0520608323634452	23	UQCRB, IAH1, RNASEH2C, NUP43, RPIA, IGSF22, SLC9B1, COX6C, KMO, MSR1, SMCO3, CLPTM1, ARNT, TPCN2, EHF, RAB11FIP2, PRDM1, ATP1B3, BHLHE40, PHYHD1, LIX1, SPARC, gleason_score
127	128	0.753496520028748	0.70493148677365	0.0485650332550976	13	RBM47, ZNF768, TMEM63C, CNBD2, SLX4IP, SFRP4, DCAF4L1, OGFOD1, GLIPR2, RAB11FIP2, ISL1, SPARC, gleason_score
128	129	0.749844594041085	0.695307882074204	0.0545367119668806	21	EFNA1, SUOX, DHTKD1, ZNF623, PFKFB2, NPAS2, CRTC1, RNASEH2C, CNBD2, TRAM2, MTERF4, ULK1, C1orf216, SSTR1, SLC9B1, CELF5, ABHD13, PRDM1, LMO2, BTN3A1, LIX1
129	130	0.749987031421686	0.719872499450429	0.0301145319712576	22	HIC2, CDK17, DDAH1, ZNF138, CNBD2, MTERF4, C1orf216, MAEA, SSTR1, SLC9B1, PAPSS1, CELF5, ST3GAL3, KCNK9, BGN, OGFOD1, CCNT2, TPCN2, LMO2, BHLHE40, CRISPLD2, SPARC
130	131	0.775203892810637	0.719635573141838	0.0555683196687985	25	DHTKD1, FBXO45, ZNF623, TMEM63C, DDAH1, ORMDL1, SLC39A5, NDUFA1, POLR2L, SLX4IP, SFRP4, INSM2, IGSF22, SSTR1, DOCK6, CELF5, SLC7A9, TNS4, ZNF268, TMF1, BHLHE40, LIX1, KIF20B, PAPPA, gleason_score
131	132	0.728368847574223	0.675987396497399	0.0523814510768246	13	TMEM151A, HIC2, LRIF1, RNASEH2C, DDAH1, MIEN1, MAEA, SMCO3, BGN, PHYHD1, LIX1, RFXAP, B4GALT1
132	133	0.739228500091107	0.692750543464986	0.0464779566261203	22	RNASEH2C, ELAVL2, ZNF830, GBA2, CNBD2, NAPA, FA2H, SLX4IP, SFRP4, COX20, GLP1R, SSTR1, PDCD4, KAZN, TPCN2, ZNF268, RNF214, BTN3A1, SLC2A4, LRRC28, RNF122, SPARC
133	134	0.732428310567497	0.70253291321658	0.0298953973509167	17	RBM47, REPS1, FA2H, HLX, ZBTB3, SSTR1, COX6C, PABPC1L2A, BGN, CDKN1A, EPSTI1, DFFA, ATP1B3, RNF122, LIX1, SPARC, SIAH3
134	135	0.718955946002744	0.673417845191861	0.0455381008108824	7	TMEM63C, RNASEH2C, GBA2, RPIA, BGN, DHX38, PHYHD1
135	136	0.725316827286162	0.708587968051586	0.0167288592345756	13	TMEM63C, MAPK8IP2, RNASEH2C, SS18L2, CELF5, PLIN1, BGN, EPSTI1, SLC2A4, RNF122, IGSF9B, B4GALT1, gleason_score
136	137	0.762981940732589	0.72543171881488	0.0375502219177092	22	RBM47, CDK17, TMEM63C, CACNB3, KCNS3, RNASEH2C, YKT6, ACAN, SS18L2, TMEM44, MSR1, B3GAT1, BGN, KL, ACVRL1, RAB11FIP2, ZNF804A, MIS12, USO1, BHLHE40, ANXA2, gleason_score
137	138	0.759681375926794	0.733687501526587	0.0259938744002065	29	LRIF1, NPAS2, CDK17, PRR13, RNASEH2C, ELAVL2, ACAN, CNBD2, FA2H, SS18L2, TTC31, SFRP4, TBC1D8, INSM2, DCAF4L1, SLC9B1, PDCD4, GLIPR2, JAG2, TPCN2, RAB11FIP2, MCFD2, RIF1, BHLHE40, BTN3A1, SLC2A4, RFXAP, SPARC, gleason_score
138	139	0.723764121675441	0.703094697247258	0.020669424428183	14	TMEM151A, LETMD1, ZFPL1, MNAT1, TMEM54, SFRP4, SMCO3, SLC35G1, SLC39A14, DHX40, BHLHE40, PHYHD1, PPP4R4, gleason_score
139	140	0.71274695008012	0.66161549546909	0.0511314546110299	13	NEU3, IAH1, DDAH1, NET1, SLC39A5, SS18L2, ST3GAL3, DHX38, AKIRIN1, BHLHE40, FAM227B, RNF122, DPT
140	141	0.74879615170246	0.712754940035661	0.0360412116667989	12	RBM47, LRIF1, PRR13, CNBD2, C2orf68, SS18L2, SSTR1, DHX38, FAM227B, LIX1, RPP30, gleason_score
141	142	0.732841181165203	0.689619208128771	0.0432219730364328	21	BACE2, PFKFB2, CDK17, NDUFA1, POLR2L, SLX4IP, SSTR1, SLC9B1, COX6C, BGN, TNS4, PRDM1, CDCA7L, ZNF532, ABCA12, MOCOS, BHLHE40, ATAD3C, LIX1, DUSP3, SPARC
142	143	0.664191900724715	0.610278205222149	0.0539136955025661	11	DEDD, PACS1, DECR1, NEU3, MORC2, UROS, SSTR1, SMCO3, NDUFA10, COL19A1, CENPQ
143	144	0.762544374003424	0.721560294081727	0.0409840799216972	22	RBM47, KCNC2, NFXL1, DLG3, RNASEH2C, RPIA, SS18L2, TTC31, SFRP4, DCAF4L1, INHBB, SSTR1, DOCK6, FMOD, KL, PER1, RAB11FIP2, ZNF804A, USO1, INPP5F, RPP30, gleason_score
144	145	0.737589065202362	0.705143987689602	0.0324450775127602	21	NEU3, ASPHD1, IAH1, RNASEH2C, CNBD2, MTERF4, POLR2L, SS18L2, DCAF4L1, SSTR1, SLC9B1, SMCO3, SLC35G1, RAB11FIP2, PRDM1, ALG9, RNF122, LIX1, B4GALT1, SPARC, TG
145	146	0.767921961722836	0.705300310202487	0.0626216515203496	18	HIC2, LETMD1, NEU3, RNASEH2C, CNBD2, FA2H, SLX4IP, HLX, GLP1R, SSTR1, SLC35G1, IPO5, TPCN2, TRPC4, GPR87, USPL1, TG, gleason_score
146	147	0.714708122173685	0.684018465596835	0.0306896565768509	14	LRIF1, KIF21A, NEU3, TRAM2, MTERF4, PILRA, CELF5, BGN, GLIPR2, TPCN2, ZNF268, LMO2, DUSP3, SPARC
147	148	0.808831808000456	0.735761217361569	0.073070590638887	33	THYN1, DHTKD1, TRIB1, MMP9, FAM117B, CHRM1, NEU3, SP5, PCDHB10, CNBD2, MIEN1, RPIA, POLR2L, FOXL2, IGSF22, SH3RF1, TMPRSS11F, DCAF4L1, HLX, DOCK6, SMCO3, OGFOD1, CCNT2, ACVRL1, MEIS1, ASB1, RAB11FIP2, ZNF287, RBL1, USO1, SLCO3A1, SPARC, gleason_score
148	149	0.735487749812274	0.677098751862436	0.0583889979498382	12	RPIA, SFRP4, CDK10, SSTR1, BGN, LAMC1, GLIPR2, SRF, NUS1, FAM227B, PHYHD1, OPA1
149	150	0.768363205429937	0.717981974060233	0.0503812313697044	23	STARD3NL, TRIB1, FAM117B, CAMKV, LETMD1, IAH1, SLC25A21, MTERF4, FA2H, TBC1D8, MAEA, SLC13A3, HLX, SSTR1, DOCK6, CHRM3, BGN, SLC39A14, RAB11FIP2, RFXAP, SLC28A3, PPP4R4, gleason_score
150	151	0.780634877634641	0.740905205051171	0.0397296725834694	27	RBM47, SLC25A37, RABIF, ASPHD1, RNASEH2C, CNBD2, ZFPL1, ZNF664, RPIA, SS18L2, CBLB, REG4, HLX, SSTR1, ST3GAL3, KCNK9, BGN, SLC35G1, NAV3, ZFR, ZNF287, TTLL5, MUC6, FAM227B, RNF122, ATAD3C, LIX1
151	152	0.730253979067608	0.6906230917662	0.039630887301408	18	FAM117B, LRRC61, LRIF1, RNASEH2C, LEF1, SS18L2, HBQ1, AGRN, SMCO3, BGN, KL, GLIPR2, SRF, LMO2, FAM227B, PHYHD1, B4GALT1, SPARC
152	153	0.773263493279827	0.707535233628881	0.0657282596509468	22	DEDD, RBM47, GTF3C1, LRIF1, CHRM1, MAPK8IP2, UROS, UBA1, AGRN, DCAF4L1, HLX, CLPTM1, ST3GAL3, BGN, ZC2HC1C, RAB11FIP2, PRDM1, LMO2, MOCOS, PPM1F, IGDCC3, gleason_score
153	154	0.593198592494327	0.593214625925112	-1.6033430784268e-05	4	NPAS2, ZNF268, RNF122, RFXAP
154	155	0.746038970891042	0.70538579907672	0.0406531718143218	18	RSRP1, NEU3, SFRP4, REG4, SSTR1, COX6C, MSR1, BGN, CDKN1A, SLC35G1, DHX38, RAB11FIP2, ZNF804A, NUS1, PPARGC1A, BTN3A1, PHYHD1, LIX1
155	156	0.739778548752495	0.696482743460101	0.0432958052923936	22	ZNF623, HIC2, FBXO24, RNASEH2C, TMSB10, SCRIB, PPA2, TRIM24, SS18L2, ATP6AP1, DCAF4L1, YPEL1, FBXO43, CATSPERG, PDCD4, ITSN1, ACVRL1, ZNF268, ZNF804A, LZIC, RAB34, gleason_score
156	157	0.779964696837889	0.716946337412374	0.0630183594255146	24	TRIB1, LRIF1, CFAP44, NEU3, FAM43B, RNASEH2C, TMSB10, ZFPL1, POLR2L, FA2H, REG4, COX6C, CEP85L, SLC35G1, ACVRL1, TPCN2, ZFR, RAB11FIP2, FAM227B, NSL1, LIX1, IGSF9B, ZNF518B, gleason_score
157	158	0.762504555447839	0.714555091473095	0.0479494639747438	23	IAH1, ELAVL2, NET1, SS18L2, TBC1D8, SCFD1, SSTR1, CELF5, B3GAT1, PDCD4, ECHDC3, PHLDA3, SLC39A14, DHX38, ZNF804A, PRDM1, GLUL, ABCA12, PPARGC1A, BHLHE40, RFXAP, SPARC, gleason_score
158	159	0.754584998531805	0.715270755477394	0.0393142430544108	19	ZNF623, GCC1, NPAS2, REPS1, MAPK8IP2, RNASEH2C, MIEN1, RPIA, POLR2L, IGSF22, MAEA, HLX, ZBTB3, SSTR1, ST3GAL3, BGN, BHLHE40, PHYHD1, LIX1
159	160	0.763054892835995	0.690977259959454	0.0720776328765408	15	STARD3NL, TRIB1, PFKFB2, CDK17, POFUT2, MAPK8IP2, RNASEH2C, ZNF138, ZFPL1, INHBB, DOCK6, PLIN1, PDCD4, SLC2A4, LIX1
160	161	0.729298559079222	0.696626853276667	0.0326717058025559	20	TRIB1, TMEM151A, NCDN, TMPRSS11F, HCST, SSTR1, BGN, MFSD10, PDCD4, OGFOD1, ZNF347, SLC5A9, ZNF804A, PRDM1, LMO2, BHLHE40, BTN3A1, TH, SPARC, gleason_score
161	162	0.749260714451415	0.710307515693315	0.0389531987581	21	TMEM151A, FAM117B, LRIF1, CDK17, RNASEH2C, ORMDL1, GBA2, MNAT1, FA2H, REG4, BGN, PDCD4, GLIPR2, MASP1, LMO2, RNF214, BTN3A1, PHYHD1, HS6ST1, ZNF561, gleason_score
162	163	0.768120356480177	0.712786693046091	0.0553336634340863	22	SLCO5A1, KIF21A, RNASEH2C, GJB2, NDUFA1, REG4, INHBB, SSTR1, CELF5, PLIN1, ITSN1, LYRM7, MASP1, RAB11FIP2, LMO2, NUS1, ZFP28, ALG9, PHYHD1, CSNK2A2, SPARC, gleason_score
163	164	0.737073956959668	0.710192716347915	0.0268812406117528	14	GSK3A, RNASEH2C, NDUFA1, POLR2L, SS18L2, PDCD4, GLIPR2, DHX40, ZNF287, NSL1, PHYHD1, SLC22A3, SPARC, gleason_score
164	165	0.764459104437098	0.721272074448597	0.0431870299885017	24	RBM47, FAM117B, ZNF138, MTERF4, RPIA, DLGAP2, SFRP4, TBC1D8, SSTR1, PAPSS1, CELF5, ST3GAL3, PDCD4, ARNT, PRDM1, ZNF287, ATP1B3, BHLHE40, BTN3A1, FAM227B, ATAD3C, RFXAP, SPARC, gleason_score
165	166	0.785929103788711	0.709335385066315	0.0765937187223956	23	EFNA1, SLCO5A1, PCDH1, YKT6, MIEN1, RPIA, SARNP, SS18L2, GMCL1, TBC1D8, C1orf216, KMO, B3GAT1, BGN, KAZN, ZNF268, CDCA7L, CALML5, BTN3A1, CRISPLD2, PHYHD1, LIX1, SPARC
166	167	0.733039011230796	0.690811167289514	0.0422278439412815	9	STARD3NL, TRIB1, ST3GAL3, BGN, ZNF268, STX7, BTN3A1, LIX1, gleason_score
167	168	0.729589023717864	0.669302166532327	0.0602868571855373	15	KIFC2, NPAS2, MTERF4, POLR2L, SS18L2, ATP6AP1, SFRP4, MAEA, DCAF4L1, KREMEN1, AKAP10, CDCA7L, FADS2, OPA1, SPARC
168	169	0.784561155601504	0.714652793043648	0.0699083625578553	27	GPR37, PGM2L1, SLCO5A1, ZNF212, IAH1, RNASEH2C, CNBD2, SCRIB, SS18L2, COX20, REG4, MZB1, C1orf53, SSTR1, DOCK6, CELF5, METAP1, WASF2, SLC39A14, MAK16, NLRP9, LZIC, BHLHE40, DUSP3, SPARC, SIAH3, gleason_score
169	170	0.779025685729925	0.719659998534476	0.0593656871954483	16	RBM47, TMC5, CDK17, NEU3, RNASEH2C, UROS, SS18L2, CBLB, SFRP4, REG4, C1orf53, PPP3CB, RAB11FIP2, PADI4, ZNF518B, gleason_score
170	171	0.761024418837458	0.702039520285289	0.0589848985521693	25	KCNC2, TMEM151A, LRIF1, NEU3, TMEM63C, HINFP, IAH1, RNASEH2C, UROS, ZFPL1, RPIA, CBLB, COX20, AGRN, RHOU, HLX, BGN, CDKN1A, SRRD, EIF5, AJAP1, RNF122, PHYHD1, B4GALT1, SPARC
171	172	0.769393633875846	0.717764588065753	0.0516290458100931	25	ZNF623, HIC2, KIFC2, ANXA3, RPIA, SNRPE, SARNP, SS18L2, DCAF4L1, B3GAT1, PLIN1, BGN, CDKN1A, GLIPR2, SLC39A14, ZNF268, DHX40, LPIN1, CDCA7L, CALML5, MUC6, LIX1, SLC28A3, SPARC, ZNF561
172	173	0.751318980704796	0.714884834273711	0.036434146431085	26	GSK3A, MKRN1, TMEM151A, LRIF1, ECHDC2, RNASEH2C, SS18L2, FOXL2, DNASE1L1, TBC1D8, AGRN, SSTR1, SLC9B1, BGN, SLC35G1, PLAT, ACVRL1, STARD5, ABCA12, CTDSP2, BHLHE40, NSL1, IL15RA, SPARC, ZNF518B, gleason_score
173	174	0.718968182552318	0.635839378618011	0.0831288039343063	22	GSK3A, GTF3C1, TRIB1, YWHAG, ECHDC2, EFHC1, SARNP, TBC1D8, DCAF4L1, GSAP, DOCK6, HEY2, CELF5, ST3GAL3, DHX38, EDAR, GNA14, SCNN1G, RFXAP, RPP30, DPT, SPARC
174	175	0.784124984724716	0.720292616203806	0.0638323685209103	24	SMG9, SLCO5A1, LRIF1, KIF21A, RNASEH2C, ZNF138, MTERF4, MIEN1, NDUFA1, C2orf68, PILRA, SSTR1, DOCK6, SLC39A14, TPCN2, CDCA7L, AJAP1, BHLHE40, ASB4, FAM227B, SLC22A3, MINK1, SPARC, gleason_score
175	176	0.761581068693404	0.726086319337583	0.0354947493558209	24	CHRM1, NEU3, RNASEH2C, POLR2L, FA2H, SLX4IP, DCAF4L1, SSTR1, SLC9B1, CHRM3, B3GAT1, ANKFY1, TPCN2, ZNF804A, RASSF2, ZNF287, BHLHE40, FAM227B, ALG9, PHYHD1, LIX1, OPA1, SPARC, ZNF561
176	177	0.759364956081409	0.688107276324467	0.0712576797569422	25	FBXO45, IAH1, CNBD2, SEC31B, MAEA, DCAF4L1, PILRA, YPEL1, SLC9B1, COX6C, SMCO3, PABPC1L2A, EBF2, BGN, PDCD4, LAMC1, FADS1, SLC39A14, SRF, DHX40, ZNF546, PRDM1, BHLHE40, TOE1, SLC28A3
177	178	0.739470174789166	0.660633594685035	0.0788365801041316	16	REPS1, NEU3, MIEN1, SLX4IP, COX20, CELF5, PLIN1, ST3GAL3, SLC35G1, KAZN, ZNF268, ZFR, DHX40, ZNF287, HS6ST1, LIX1
178	179	0.764826282673033	0.722740040546152	0.0420862421268816	21	VPS54, LRIF1, CFAP44, NEU3, MAPK8IP2, RNASEH2C, ZFPL1, MTERF4, ABHD10, SFRP4, REG4, MAEA, DCAF4L1, SMCO3, CELF5, BGN, SRF, ZNF287, BTN3A1, B4GALT1, gleason_score
179	180	0.778721211959203	0.723599814367016	0.0551213975921868	17	SLCO5A1, LRIF1, SCAMP5, MTERF4, POLR2L, SS18L2, SFRP4, SSTR1, TMEM44, ST3GAL3, TNS4, TPCN2, SRF, NUS1, SLC2A4, SPARC, gleason_score
180	181	0.778666568094728	0.733057326396522	0.0456092416982058	25	ZNF623, CDK17, RNASEH2C, DDAH1, GIT1, TRAM2, RPIA, COX20, RHOU, SSTR1, COX6C, MSR1, TOR1B, ST3GAL3, LRTM2, PDCD4, BICD2, PHLDA3, ZNF267, BHLHE40, FAM227B, SLC2A4, LIX1, SPARC, gleason_score
181	182	0.703867572436041	0.654612735399722	0.0492548370363192	21	GSK3A, DHTKD1, NPAS2, DDX5, UROS, CNBD2, TRIM24, C2orf68, SS18L2, SFRP4, CELF5, C14orf39, ZNF460, IPO11, SLC39A14, STARD5, ZFR, NRG4, LONRF1, BHLHE40, LIX1
